proposal_id	proposal_type	identity_key	canonical_card_name	canonical_card_id	proposed_copy	provenance	limitations	disposition	owner_decision	replacement_locator
packet1_rationale_jund_868882d2_ed4e_4171_a17c_478a341080fb	CARD_RATIONALE	JUND	Prossh, Skyraider of Kher	868882d2-ed4e-4171-a17c-478a341080fb	Prossh turns each cast into a larger visible board, then lets those creatures be sacrificed for immediate power.	{"identity_authority":"data/raw-factions/jund/jund.claims.json","certified_identity_claims":[{"claim_id":"jund_claim_0005","statement":"The Jund design frame describes a world of total freedom where action and survival carry consequences."},{"claim_id":"jund_claim_0008","statement":"Black and Green back Red's destructive and letting-loose side only inside the design-philosophy frame, so consequence-bearing action must not become generic cruelty or unbounded destruction."}],"relationship_lead":"data/raw-factions/jund/jund.claims.json#jund_claim_0005","canonical_card_data":"data/scryfall/indexes/commander-index.json#oracle_id=868882d2-ed4e-4171-a17c-478a341080fb","evidence_roles":{"identity_ownership":"certified_identity_claims","card_behavior":"canonical_card_data","proposed_bridge":"owner_review_required"}}	This proposal joins verified card behavior to the cited certified identity claims for owner review. The card does not prove the identity by color, product membership, or mechanic alone; it does not infer player motivation. Owner must approve, revise, or reject the exact bounded bridge.	REVIEW_REQUIRED		data/dossier/card-rationale-relationships.source.json#pending-jund
packet1_rationale_mardu_0f93d88c_9d2e_416d_a10b_99483360b1fb	CARD_RATIONALE	MARDU	Zurgo Stormrender	0f93d88c-9d2e-416d-a10b-99483360b1fb	Zurgo makes Mardu's speed-and-pressure frame concrete by creating a temporary attacking creature whenever he attacks.	{"identity_authority":"data/raw-factions/mardu/mardu.claims.json","certified_identity_claims":[{"claim_id":"mardu_claim_0002","statement":"Mardu design identity has Red as its center and speed as its wedge attribute, with speed expressed through action, early pressure, strategic timing, rapid coordinated attack, and all-in aggression across the three colors."},{"claim_id":"mardu_claim_0011","statement":"The official Tarkir: Dragonstorm Commander Decklists page verifies Mardu Surge as a Red; White; Black Commander deck with Zurgo Stormrender as face commander and Neriv, Crackling Vanguard as featured commander."}],"relationship_lead":"data/raw-factions/mardu/mardu.claims.json#mardu_claim_0002","canonical_card_data":"data/scryfall/indexes/commander-index.json#oracle_id=0f93d88c-9d2e-416d-a10b-99483360b1fb","evidence_roles":{"identity_ownership":"certified_identity_claims","card_behavior":"canonical_card_data","proposed_bridge":"owner_review_required"}}	This proposal joins verified card behavior to the cited certified identity claims for owner review. The card does not prove the identity by color, product membership, or mechanic alone; it does not infer player motivation. Owner must approve, revise, or reject the exact bounded bridge.	REVIEW_REQUIRED		data/dossier/card-rationale-relationships.source.json#pending-mardu
packet1_rationale_naya_e7604cd9_d00d_4957_82c9_46a7cdb88209	CARD_RATIONALE	NAYA	Shalai and Hallar	e7604cd9-d00d-4957-82c9-46a7cdb88209	Shalai and Hallar turn creature growth into immediate table pressure by dealing damage when +1/+1 counters are put on your creatures.	{"identity_authority":"data/raw-factions/naya/naya.claims.json","certified_identity_claims":[{"claim_id":"naya_claim_0003","statement":"Naya frames life as part of a larger natural whole where ecosystem, role, place, and belonging are safe design-level readings."},{"claim_id":"naya_claim_0004","statement":"Naya's official design frame puts nature and growth at center stage, with growth pushed to an extreme."},{"claim_id":"naya_claim_0006","statement":"Red supports Naya through feral instinct, immediacy, loyalty, and bond language."}],"relationship_lead":"data/raw-factions/naya/naya.claims.json#naya_claim_0004","canonical_card_data":"data/scryfall/indexes/commander-index.json#oracle_id=e7604cd9-d00d-4957-82c9-46a7cdb88209","evidence_roles":{"identity_ownership":"certified_identity_claims","card_behavior":"canonical_card_data","proposed_bridge":"owner_review_required"}}	This proposal joins verified card behavior to the cited certified identity claims for owner review. The card does not prove the identity by color, product membership, or mechanic alone; it does not infer player motivation. Owner must approve, revise, or reject the exact bounded bridge.	REVIEW_REQUIRED		data/dossier/card-rationale-relationships.source.json#pending-naya
packet1_rationale_prismari_348c67ef_9ccc_4651_9038_efdf1ad1b36a	CARD_RATIONALE	PRISMARI	Rootha, Mastering the Moment	348c67ef-9ccc-4651-9038-efdf1ad1b36a	Rootha turns an instant or sorcery into a visible elemental performance by creating a flying, hasty Elemental whose size follows that spell's mana value.	{"identity_authority":"data/raw-factions/prismari/prismari.claims.json","certified_identity_claims":[{"claim_id":"prismari_claim_002","statement":"The 2021 guide says Prismari mages see no difference between magic and art."},{"claim_id":"prismari_claim_003","statement":"The 2021 guide describes Prismari spells as spectacles of raw creativity using elemental forces such as fire, ice, water, wind, stone, lightning, heat, cold, and more."},{"claim_id":"prismari_claim_006","statement":"Prismari placement signals should weight expression, dramatic transformation, technique under emotion, and the need to make an answer felt."},{"claim_id":"prismari_claim_0017","statement":"The official Secrets of Strixhaven Commander Decklists page verifies Prismari Artistry as a Blue-Red Commander deck with Rootha, Mastering the Moment as face commander and Muddle, the Ever-Changing as featured commander."}],"relationship_lead":"data/raw-factions/prismari/prismari.claims.json#prismari_claim_003","canonical_card_data":"data/scryfall/indexes/commander-index.json#oracle_id=348c67ef-9ccc-4651-9038-efdf1ad1b36a","evidence_roles":{"identity_ownership":"certified_identity_claims","card_behavior":"canonical_card_data","proposed_bridge":"owner_review_required"}}	This proposal joins verified card behavior to the cited certified identity claims for owner review. The card does not prove the identity by color, product membership, or mechanic alone; it does not infer player motivation. Owner must approve, revise, or reject the exact bounded bridge.	REVIEW_REQUIRED		data/dossier/card-rationale-relationships.source.json#pending-prismari
packet1_rationale_quandrix_977f9390_e01d_4e9d_8e9c_e543b1266972	CARD_RATIONALE	QUANDRIX	Zimone, Infinite Analyst	977f9390-e01d-4e9d-8e9c-e543b1266972	Zimone makes mathematical scaling visible: +1/+1 counters reduce an X spell's cost, and casting that spell adds more counters and creates a flying Fractal token.	{"identity_authority":"data/raw-factions/quandrix/quandrix.claims.json","certified_identity_claims":[{"claim_id":"quandrix_claim_002","statement":"The 2021 Strixhaven guide describes Quandrix mages as mathematician-mages who study patterns, fractals, and symmetries to command power over fundamental forces."},{"claim_id":"quandrix_claim_006","statement":"Quandrix placement signals should weight pattern recognition, abstraction, proof, precision, systemic curiosity, and delight in difficult problems."},{"claim_id":"quandrix_claim_0017","statement":"The official Secrets of Strixhaven Commander Decklists page verifies Quandrix Unlimited as a Green-Blue Commander deck with Zimone, Infinite Analyst as face commander and Primo, the Unbounded as featured commander."},{"claim_id":"quandrix_claim_0019","statement":"Quandrix turns mathematical structure into magical action: its mages study patterns, summon fractal creatures, and make abstract theories visible through spiraling or expanding forms."}],"relationship_lead":"data/raw-factions/quandrix/quandrix.claims.json#quandrix_claim_0019","canonical_card_data":"data/scryfall/indexes/commander-index.json#oracle_id=977f9390-e01d-4e9d-8e9c-e543b1266972","evidence_roles":{"identity_ownership":"certified_identity_claims","card_behavior":"canonical_card_data","proposed_bridge":"owner_review_required"}}	This proposal joins verified card behavior to the cited certified identity claims for owner review. The card does not prove the identity by color, product membership, or mechanic alone; it does not infer player motivation. Owner must approve, revise, or reject the exact bounded bridge.	REVIEW_REQUIRED		data/dossier/card-rationale-relationships.source.json#pending-quandrix
packet1_rationale_r_8c3495bf_02e7_4ad9_949d_92eb3d2b662a	CARD_RATIONALE	R	Torbran, Thane of Red Fell	8c3495bf-02e7-4ad9-949d-92eb3d2b662a	Torbran gives Red's direct-action pressure a clear example by increasing damage from red sources to opponents and their permanents.	{"identity_authority":"data/raw-factions/red/red.claims.json","certified_identity_claims":[{"claim_id":"red_claim_0003","statement":"Red's means are action, speed, emotional honesty, destruction when barriers must be broken, and a willingness to learn through doing."},{"claim_id":"red_claim_0007","statement":"Red's mechanical texture includes direct damage, artifact destruction, haste, first strike, extra attacks, forced attacks, temporary mana, impulsive draw, rummaging, Treasure, copying spells, and temporary theft."}],"relationship_lead":"data/raw-factions/red/red.claims.json#red_claim_0007","canonical_card_data":"data/scryfall/indexes/commander-index.json#oracle_id=8c3495bf-02e7-4ad9-949d-92eb3d2b662a","evidence_roles":{"identity_ownership":"certified_identity_claims","card_behavior":"canonical_card_data","proposed_bridge":"owner_review_required"}}	This proposal joins verified card behavior to the cited certified identity claims for owner review. The card does not prove the identity by color, product membership, or mechanic alone; it does not infer player motivation. Owner must approve, revise, or reject the exact bounded bridge.	REVIEW_REQUIRED		data/dossier/card-rationale-relationships.source.json#pending-r
packet1_rationale_silverquill_d11e627b_8a48_411d_a261_2c9a02a758ba	CARD_RATIONALE	SILVERQUILL	Breena, the Demagogue	d11e627b-8a48-411d-a261-2c9a02a758ba	Breena makes social influence change combat: attacks against a leading opponent can reward the attacker with a card while making Breena larger.	{"identity_authority":"data/raw-factions/silverquill/silverquill.claims.json","certified_identity_claims":[{"claim_id":"silverquill_claim_001","statement":"Silverquill is Strixhaven's white-black College of Eloquence."},{"claim_id":"silverquill_claim_006","statement":"Silverquill placement signals should weight rhetorical precision, leadership presence, reputation, influence, and awareness that words change power relationships."},{"claim_id":"silverquill_claim_0019","statement":"Silverquill positive placement evidence may treat language as action when an answer centers spoken, written, signed, or ink-and-light expression as the tool that changes a social situation."}],"relationship_lead":"docs/research/VM-378-379-380_source-intake.md#silverquill","canonical_card_data":"data/scryfall/indexes/commander-index.json#oracle_id=d11e627b-8a48-411d-a261-2c9a02a758ba","evidence_roles":{"identity_ownership":"certified_identity_claims","card_behavior":"canonical_card_data","proposed_bridge":"owner_review_required"}}	This proposal joins verified card behavior to the cited certified identity claims for owner review. The card does not prove the identity by color, product membership, or mechanic alone; it does not infer player motivation. Owner must approve, revise, or reject the exact bounded bridge.	REVIEW_REQUIRED		data/dossier/card-rationale-relationships.source.json#pending-silverquill
packet1_rationale_sultai_0177b410_b559_491f_b393_ac3ed774653c	CARD_RATIONALE	SULTAI	Kotis, Sibsig Champion	0177b410-b559-491f-b393-ac3ed774653c	Kotis turns the graveyard into a constrained resource: one creature can be cast from it each turn by exiling three other graveyard cards as an additional cost.	{"identity_authority":"data/raw-factions/sultai/sultai.claims.json","certified_identity_claims":[{"claim_id":"sultai_claim_0002","statement":"Sultai's design identity emphasizes ruthlessness: willingness to take action and do what needs to be done to get what one wants."},{"claim_id":"sultai_claim_0003","statement":"Sultai design tools include hand/library pressure, destruction, theft or redirection, paying additional costs, graveyard return, resource denial, and using the dead."},{"claim_id":"sultai_claim_0011","statement":"The official Tarkir: Dragonstorm Commander Decklists page verifies Sultai Arisen as a Black; Green; Blue Commander deck with Kotis, Sibsig Champion as face commander and Teval, the Balanced Scale as featured commander."}],"relationship_lead":"data/raw-factions/sultai/sultai.claims.json#sultai_claim_0003","canonical_card_data":"data/scryfall/indexes/commander-index.json#oracle_id=0177b410-b559-491f-b393-ac3ed774653c","evidence_roles":{"identity_ownership":"certified_identity_claims","card_behavior":"canonical_card_data","proposed_bridge":"owner_review_required"}}	This proposal joins verified card behavior to the cited certified identity claims for owner review. The card does not prove the identity by color, product membership, or mechanic alone; it does not infer player motivation. Owner must approve, revise, or reject the exact bounded bridge.	REVIEW_REQUIRED		data/dossier/card-rationale-relationships.source.json#pending-sultai
packet1_rationale_temur_1b162dd3_3be6_406d_bf86_f7cc9eff098d	CARD_RATIONALE	TEMUR	Eshki, Temur's Roar	1b162dd3-3be6-406d-bf86-f7cc9eff098d	Eshki rewards increasingly large creature spells with visible growth, then cards and damage as the creatures cross higher power thresholds.	{"identity_authority":"data/raw-factions/temur/temur.claims.json","certified_identity_claims":[{"claim_id":"temur_claim_0002","statement":"Temur's design identity emphasizes savagery as inner strength, mental fortitude, instinct, impulse, action, and toughness when pressure arrives."},{"claim_id":"temur_claim_0003","statement":"Temur combines Green acceptance and physical natural strength, Blue knowledge and mental problem solving, and Red freedom, action, emotion, impulse, and direct conflict."},{"claim_id":"temur_claim_0011","statement":"The official Tarkir: Dragonstorm Commander Decklists page verifies Temur Roar as a Green; Blue; Red Commander deck with Eshki, Temur's Roar as face commander and Ureni of the Unwritten as featured commander."}],"relationship_lead":"data/raw-factions/temur/temur.claims.json#temur_claim_0002","canonical_card_data":"data/scryfall/indexes/commander-index.json#oracle_id=1b162dd3-3be6-406d-bf86-f7cc9eff098d","evidence_roles":{"identity_ownership":"certified_identity_claims","card_behavior":"canonical_card_data","proposed_bridge":"owner_review_required"}}	This proposal joins verified card behavior to the cited certified identity claims for owner review. The card does not prove the identity by color, product membership, or mechanic alone; it does not infer player motivation. Owner must approve, revise, or reject the exact bounded bridge.	REVIEW_REQUIRED		data/dossier/card-rationale-relationships.source.json#pending-temur
packet1_rationale_u_ea1eb902_a23c_44ff_9169_19baf71de238	CARD_RATIONALE	U	Talrand, Sky Summoner	ea1eb902-a23c-44ff-9169-19baf71de238	Talrand turns Blue's instant-and-sorcery plan into a visible board by creating a flying Drake whenever you cast one of those spells.	{"identity_authority":"data/raw-factions/blue/blue.claims.json","certified_identity_claims":[{"claim_id":"blue_claim_0006","statement":"Blue's strength is knowledge used for foresight, control, and flexible answers; its weakness is needing time, becoming passive/reactive, and being vulnerable to fast or indirect pressure."},{"claim_id":"blue_claim_0007","statement":"Blue's mechanical texture includes card draw and filtering, counterspells, copying, bounce, theft, flying, artifacts, instants and sorceries, and avoiding direct creature destruction."}],"relationship_lead":"data/raw-factions/blue/blue.claims.json#blue_claim_0007","canonical_card_data":"data/scryfall/indexes/commander-index.json#oracle_id=ea1eb902-a23c-44ff-9169-19baf71de238","evidence_roles":{"identity_ownership":"certified_identity_claims","card_behavior":"canonical_card_data","proposed_bridge":"owner_review_required"}}	This proposal joins verified card behavior to the cited certified identity claims for owner review. The card does not prove the identity by color, product membership, or mechanic alone; it does not infer player motivation. Owner must approve, revise, or reject the exact bounded bridge.	REVIEW_REQUIRED		data/dossier/card-rationale-relationships.source.json#pending-u
