multiverse_id,mtgo_id,set,collector_number,lang,rarity,name,mana_cost,cmc,type_line,artist,usd_price,usd_foil_price,eur_price,tix_price,image_uri,scryfall_uri,scryfall_id
221112,38690,ME4,4,en,U,Argivian Blacksmith,{1}{W}{W},3.0,Creature — Human Artificer,Kerstin Kaman,,,,0.05,https://cards.scryfall.io/large/front/f/1/f1fb4d0b-fa3f-4794-9285-89ddb9ac21c3.jpg?1783941464,https://scryfall.com/card/me4/4/argivian-blacksmith,f1fb4d0b-fa3f-4794-9285-89ddb9ac21c3
22964,14721,INV,4,en,R,"Atalya, Samite Master",{3}{W}{W},5.0,Legendary Creature — Human Cleric,Rebecca Guay,1.51,45.0,0.84,0.03,https://cards.scryfall.io/large/front/9/0/90500e7a-f76d-453a-bda0-d56d3f7c7534.jpg?1783945719,https://scryfall.com/card/inv/4/atalya-samite-master,90500e7a-f76d-453a-bda0-d56d3f7c7534
9856,12383,USG,63,en,R,"Barrin, Master Wizard",{1}{U}{U},3.0,Legendary Creature — Human Wizard,Michael Sutfin,3.96,,3.71,0.18,https://cards.scryfall.io/large/front/e/c/ec79e35f-9e78-462d-8b71-4f044e2eff90.jpg?1783946364,https://scryfall.com/card/usg/63/barrin-master-wizard,ec79e35f-9e78-462d-8b71-4f044e2eff90
288878,45638,M13,44,en,R,Battle of Wits,{3}{U}{U},5.0,Enchantment,Jason Chan,2.03,2.64,0.37,0.02,https://cards.scryfall.io/large/front/b/4/b4be15a4-693f-4e22-a46c-38bb440c073c.jpg?1783940509,https://scryfall.com/card/m13/44/battle-of-wits,b4be15a4-693f-4e22-a46c-38bb440c073c
548343,97010,NEO,48,en,U,Behold the Unspeakable // Vision of the Unspeakable,{3}{U}{U},5.0,Enchantment — Saga // Enchantment Creature — Spirit,Ravenna Tran,0.17,0.15,0.06,0.03,https://cards.scryfall.io/large/front/e/4/e4d52701-e0dc-474e-b08f-88147200d210.jpg?1783923912,https://scryfall.com/card/neo/48/behold-the-unspeakable-vision-of-the-unspeakable,e4d52701-e0dc-474e-b08f-88147200d210
6147,10573,EXO,106,en,C,Bequeathal,{G},1.0,Enchantment — Aura,D. Alexander Gregory,0.94,,0.68,0.23,https://cards.scryfall.io/large/front/2/0/20aae577-9683-4d9b-bfd5-52702b38d3a7.jpg?1783946507,https://scryfall.com/card/exo/106/bequeathal,20aae577-9683-4d9b-bfd5-52702b38d3a7
405143,,C15,239,en,R,Biomantic Mastery,{4}{G/U}{G/U}{G/U},7.0,Sorcery,Dan Murayama Scott,0.37,,0.2,,https://cards.scryfall.io/large/front/8/d/8d63d4b7-5378-4ba9-9a5f-3ab385d83568.jpg?1783938054,https://scryfall.com/card/c15/239/biomantic-mastery,8d63d4b7-5378-4ba9-9a5f-3ab385d83568
,95475,PRM,95475,en,R,Blast of Genius,{4}{U}{R},6.0,Sorcery,Svetlin Velinov,,,,0.03,https://cards.scryfall.io/large/front/5/f/5fe78f11-c30e-4bd5-8f80-cdc700d455cc.jpg?1783923560,https://scryfall.com/card/prm/95475/blast-of-genius,5fe78f11-c30e-4bd5-8f80-cdc700d455cc
48597,20159,MRD,114,en,U,Bloodscent,{3}{G},4.0,Instant,Matt Cavotta,0.14,0.55,0.22,0.03,https://cards.scryfall.io/large/front/d/c/dca1eb7b-e964-4c36-8fc5-e1d2a98e841f.jpg?1783944535,https://scryfall.com/card/mrd/114/bloodscent,dca1eb7b-e964-4c36-8fc5-e1d2a98e841f
602573,106301,ONE,43,en,R,Blue Sun's Twilight,{X}{U}{U},2.0,Sorcery,Piotr Dura,0.44,0.59,0.47,0.02,https://cards.scryfall.io/large/front/3/a/3a836e6b-6854-4f6f-bc78-2da1fd4dd224.jpg?1783918068,https://scryfall.com/card/one/43/blue-suns-twilight,3a836e6b-6854-4f6f-bc78-2da1fd4dd224
,,TLE,163,en,U,Bolt Bend,{3}{R},4.0,Instant,Yuhong Ding,5.6,6.95,4.94,,https://cards.scryfall.io/large/front/7/7/771b9f25-76f8-4da9-b3ab-ee51f4ad32d9.jpg?1783904804,https://scryfall.com/card/tle/163/bolt-bend,771b9f25-76f8-4da9-b3ab-ee51f4ad32d9
509419,86471,TSR,54,en,U,Bonded Fetch,{2}{U},3.0,Creature — Homunculus,Brandon Kitkouski,0.32,0.41,0.1,0.04,https://cards.scryfall.io/large/front/d/e/de72afaf-a4b4-431c-8831-86ddfba2403c.jpg?1783927857,https://scryfall.com/card/tsr/54/bonded-fetch,de72afaf-a4b4-431c-8831-86ddfba2403c
,149855,SOS,178,en,U,Borrowed Knowledge,{2}{R}{W},4.0,Sorcery,Inkognit,0.25,0.27,0.1,0.03,https://cards.scryfall.io/large/front/a/3/a3226e14-554d-47c9-b8b6-dfeb53cc41ba.jpg?1783903647,https://scryfall.com/card/sos/178/borrowed-knowledge,a3226e14-554d-47c9-b8b6-dfeb53cc41ba
446887,,CM2,151,en,U,Bred for the Hunt,{1}{G}{U},3.0,Enchantment,Karl Kopinski,0.5,,0.61,,https://cards.scryfall.io/large/front/d/1/d11dffef-98c8-400d-98a2-d4fa506f18c7.jpg?1783934723,https://scryfall.com/card/cm2/151/bred-for-the-hunt,d11dffef-98c8-400d-98a2-d4fa506f18c7
,152203,MSH,12,en,U,"Captain Mar-Vell, Space-Born",{4}{W},5.0,Legendary Creature — Kree Soldier Hero,Gintas Galvanauskas,0.2,0.33,0.06,0.01,https://cards.scryfall.io/large/front/2/7/27924c2f-756c-42af-9830-18a5a2735137.jpg?1783902977,https://scryfall.com/card/msh/12/captain-mar-vell-space-born,27924c2f-756c-42af-9830-18a5a2735137
676140,131159,DSC,267,en,R,Castle Vantress,"",0.0,Land,John Avon,0.66,,0.34,0.08,https://cards.scryfall.io/large/front/d/e/dead85f7-865c-4f7d-ad6c-014d4e90f8be.jpg?1783909579,https://scryfall.com/card/dsc/267/castle-vantress,dead85f7-865c-4f7d-ad6c-014d4e90f8be
45245,19083,8ED,65,en,C,Catalog,{2}{U},3.0,Instant,Berry,0.08,,0.1,0.03,https://cards.scryfall.io/large/front/0/b/0b50620d-430e-4c38-a95d-3d69a4c29ff9.jpg?1783944811,https://scryfall.com/card/8ed/65/catalog,0b50620d-430e-4c38-a95d-3d69a4c29ff9
110502,25555,TSP,9,en,R,Chronosavant,{5}{W},6.0,Creature — Giant,Pete Venters,0.37,0.5,0.16,0.02,https://cards.scryfall.io/large/front/d/6/d6264d4f-adf1-4d7b-b17a-fd7122e9b2cd.jpg?1783943257,https://scryfall.com/card/tsp/9/chronosavant,d6264d4f-adf1-4d7b-b17a-fd7122e9b2cd
430316,,CMA,97,en,R,Collective Unconscious,{4}{G}{G},6.0,Sorcery,Andrew Goldhawk,0.93,,0.56,,https://cards.scryfall.io/large/front/3/b/3b64755f-1381-4537-a12d-48da274993e6.jpg?1783936270,https://scryfall.com/card/cma/97/collective-unconscious,3b64755f-1381-4537-a12d-48da274993e6
1971,,FEM,1a,en,C,Combat Medic,{2}{W},3.0,Creature — Human Cleric Soldier,"Edward P. Beard, Jr.",0.09,,0.21,,https://cards.scryfall.io/large/front/9/c/9cfd96cb-03d6-4845-8595-50bf17b35726.jpg?1783947922,https://scryfall.com/card/fem/1a/combat-medic,9cfd96cb-03d6-4845-8595-50bf17b35726
518419,,C21,23,en,R,Commander's Insight,{X}{U}{U}{U},3.0,Instant,Mike Jordana,0.43,,0.36,,https://cards.scryfall.io/large/front/a/7/a70d1553-40f4-42ce-a02e-e42525f9d75e.jpg?1783927604,https://scryfall.com/card/c21/23/commanders-insight,a70d1553-40f4-42ce-a02e-e42525f9d75e
,,SLD,315,en,R,Commander's Sphere,{3},3.0,Artifact,Tyler Walpole,4.25,4.94,3.71,,https://cards.scryfall.io/large/front/0/a/0ad783ed-69b9-48b5-9610-4fa4d8f9a6e6.jpg?1783926548,https://scryfall.com/card/sld/315/commanders-sphere,0ad783ed-69b9-48b5-9610-4fa4d8f9a6e6
,148729,SOC,129,en,C,Command Tower,"",0.0,Land,Constantin Marin,0.32,,0.27,0.04,https://cards.scryfall.io/large/front/c/4/c46a217c-0ed2-4b3c-9a01-ee38d12d76f3.jpg?1783903817,https://scryfall.com/card/soc/129/command-tower,c46a217c-0ed2-4b3c-9a01-ee38d12d76f3
577779,102382,DMU,283,en,R,Cosmic Epiphany,{4}{U}{U},6.0,Sorcery,Eli Minaya,0.19,0.46,0.17,0.02,https://cards.scryfall.io/large/front/7/9/79718dbe-d5d6-4f24-b514-5c392963f021.jpg?1783921245,https://scryfall.com/card/dmu/283/cosmic-epiphany,79718dbe-d5d6-4f24-b514-5c392963f021
,,PW26,6,en,R,Courier of Comestibles,{1}{G},2.0,Creature — Human Citizen,Andrea Tentori Montalto,0.25,10.45,0.15,,https://cards.scryfall.io/large/front/2/1/2155537f-37b1-4121-9612-63781b461497.jpg?1783904636,https://scryfall.com/card/pw26/6/courier-of-comestibles,2155537f-37b1-4121-9612-63781b461497
430722,64550,HOU,33,en,C,Cunning Survivor,{1}{U},2.0,Creature — Human Warrior,Zoltan Boros,0.26,0.15,0.17,0.03,https://cards.scryfall.io/large/front/2/f/2f9093e7-c129-4efa-9f25-a2366f92e15a.jpg?1783936052,https://scryfall.com/card/hou/33/cunning-survivor,2f9093e7-c129-4efa-9f25-a2366f92e15a
34400,17474,JUD,37,en,R,Cunning Wish,{2}{U},3.0,Instant,Jim Nelson,8.87,56.58,7.06,8.61,https://cards.scryfall.io/large/front/c/a/ca097675-5e82-493d-beab-9fc11efd7492.jpg?1783945130,https://scryfall.com/card/jud/37/cunning-wish,ca097675-5e82-493d-beab-9fc11efd7492
503660,87431,KHM,52,en,R,Cyclone Summoner,{5}{U}{U},7.0,Creature — Giant Wizard,Andrey Kuzinskiy,0.32,0.35,0.34,0.02,https://cards.scryfall.io/large/front/b/2/b2d40071-cadf-48de-a8ed-d55adbfab632.jpg?1783928266,https://scryfall.com/card/khm/52/cyclone-summoner,b2d40071-cadf-48de-a8ed-d55adbfab632
693487,138957,TDM,7,en,U,Dalkovan Packbeasts,{2}{W},3.0,Creature — Ox,Constantin Marin,0.31,0.35,0.11,0.03,https://cards.scryfall.io/large/front/4/d/4df7b253-6107-47d6-b650-cb4d3e0aec6b.jpg?1783907417,https://scryfall.com/card/tdm/7/dalkovan-packbeasts,4df7b253-6107-47d6-b650-cb4d3e0aec6b
517552,89061,STA,2,en,M,Day of Judgment,{2}{W}{W},4.0,Sorcery,Anato Finnstark,3.97,6.34,2.54,0.11,https://cards.scryfall.io/large/front/5/b/5bf85d00-52cc-4594-b4fd-5ec424210524.jpg?1783927445,https://scryfall.com/card/sta/2/day-of-judgment,5bf85d00-52cc-4594-b4fd-5ec424210524
476085,79736,GN2,19,en,C,Decision Paralysis,{3}{U},4.0,Instant,Vincent Proce,0.2,,0.1,,https://cards.scryfall.io/large/front/e/4/e46c7d04-977a-449b-9088-38e07bf62314.jpg?1783931662,https://scryfall.com/card/gn2/19/decision-paralysis,e46c7d04-977a-449b-9088-38e07bf62314
442938,67565,DOM,50,en,C,Deep Freeze,{2}{U},3.0,Enchantment — Aura,Svetlin Velinov,0.17,0.26,0.1,0.03,https://cards.scryfall.io/large/front/5/1/51765d87-e842-4d84-aaf0-998737fe754c.jpg?1783935026,https://scryfall.com/card/dom/50/deep-freeze,51765d87-e842-4d84-aaf0-998737fe754c
6528,,P02,36,en,C,Déjà Vu,{2}{U},3.0,Sorcery,David Horne,0.64,,0.29,,https://cards.scryfall.io/large/front/a/d/ade6a71a-e8ec-4d41-8a39-3eacf0097c8b.jpg?1783946485,https://scryfall.com/card/p02/36/d%C3%A9j%C3%A0-vu,ade6a71a-e8ec-4d41-8a39-3eacf0097c8b
452785,69443,GRN,35,en,C,Devious Cover-Up,{2}{U}{U},4.0,Instant,Micah Epstein,0.12,0.35,0.08,0.03,https://cards.scryfall.io/large/front/2/1/21ac6b0a-b1a5-439d-b65e-5f04e1826c80.jpg?1783934190,https://scryfall.com/card/grn/35/devious-cover-up,21ac6b0a-b1a5-439d-b65e-5f04e1826c80
451041,,C18,86,en,R,Dictate of Kruphix,{1}{U}{U},3.0,Enchantment,Daarken,0.98,,1.06,,https://cards.scryfall.io/large/front/a/a/aa9f176b-6d33-4510-9ba2-98bdd12ba34e.jpg?1783934310,https://scryfall.com/card/c18/86/dictate-of-kruphix,aa9f176b-6d33-4510-9ba2-98bdd12ba34e
,148341,SOA,17,en,U,Disdainful Stroke,{1}{U},2.0,Instant,Matthew G. Lewis,0.22,0.37,0.18,0.04,https://cards.scryfall.io/large/front/3/a/3a057032-6ece-4aa7-8e99-df2a07359b2b.jpg?1783903929,https://scryfall.com/card/soa/17/disdainful-stroke,3a057032-6ece-4aa7-8e99-df2a07359b2b
540836,94300,VOW,9,en,U,Distracting Geist // Clever Distraction,{2}{W},3.0,Creature — Spirit // Enchantment — Aura,Andrew Mar,0.22,0.11,0.07,0.03,https://cards.scryfall.io/large/front/a/7/a7fc0939-6286-44de-a727-c83bfd3fa752.jpg?1783924930,https://scryfall.com/card/vow/9/distracting-geist-clever-distraction,a7fc0939-6286-44de-a727-c83bfd3fa752
426713,63624,AKH,11,en,C,Djeru's Resolve,{W},1.0,Instant,Kieran Yanner,0.23,0.5,0.06,0.03,https://cards.scryfall.io/large/front/a/d/ad60ebb9-4acc-41a8-90d9-04d55e414ed1.jpg?1783936540,https://scryfall.com/card/akh/11/djerus-resolve,ad60ebb9-4acc-41a8-90d9-04d55e414ed1
679161,133736,FDN,84,en,U,Dragon Trainer,{3}{R}{R},5.0,Creature — Human,Steve Prescott,0.15,0.27,0.11,0.03,https://cards.scryfall.io/large/front/9/1/91bd75a1-cb54-4e38-9ce1-e8f32a73c6eb.jpg?1783909103,https://scryfall.com/card/fdn/84/dragon-trainer,91bd75a1-cb54-4e38-9ce1-e8f32a73c6eb
681509,,J25,105,en,C,Drag Under,{2}{U},3.0,Sorcery,Justyna Dura,0.26,,0.16,,https://cards.scryfall.io/large/front/6/5/6533b4c3-4489-4bf5-8aaa-d032312d311d.jpg?1783908837,https://scryfall.com/card/j25/105/drag-under,6533b4c3-4489-4bf5-8aaa-d032312d311d
509430,86493,TSR,65,en,C,Drifter il-Dal,{U},1.0,Creature — Human Wizard,Justin Sweet,0.05,0.3,0.02,0.04,https://cards.scryfall.io/large/front/d/4/d40c45e7-f157-4b3f-a627-09b5c27473ae.jpg?1783927850,https://scryfall.com/card/tsr/65/drifter-il-dal,d40c45e7-f157-4b3f-a627-09b5c27473ae
205109,37484,M11,169,en,C,Dryad's Favor,{G},1.0,Enchantment — Aura,Jesper Ejsing,0.22,0.71,0.12,0.03,https://cards.scryfall.io/large/front/c/2/c259509e-9f95-4566-b78a-ba34107539f7.jpg?1783941799,https://scryfall.com/card/m11/169/dryads-favor,c259509e-9f95-4566-b78a-ba34107539f7
476300,79222,THB,49,en,C,Elite Instructor,{2}{U},3.0,Creature — Human Wizard,Mike Sass,0.07,0.17,0.06,0.04,https://cards.scryfall.io/large/front/8/2/821cd2dd-aa03-4c55-b9e4-98e0284889d3.jpg?1783931585,https://scryfall.com/card/thb/49/elite-instructor,821cd2dd-aa03-4c55-b9e4-98e0284889d3
391827,55582,FRF,33,en,C,Enhanced Awareness,{4}{U},5.0,Instant,Ryan Alexander Lee,0.11,0.25,0.07,0.05,https://cards.scryfall.io/large/front/2/1/21df7db7-c23b-4dca-b9c8-c785d7007285.jpg?1783938707,https://scryfall.com/card/frf/33/enhanced-awareness,21df7db7-c23b-4dca-b9c8-c785d7007285
3169,,ALL,71a,en,C,Enslaved Scout,{2}{R},3.0,Creature — Goblin Scout,Rebecca Guay,0.15,,0.2,,https://cards.scryfall.io/large/front/e/a/ea21414e-65f7-4d65-b0dc-7fec7b9b416d.jpg?1783947179,https://scryfall.com/card/all/71a/enslaved-scout,ea21414e-65f7-4d65-b0dc-7fec7b9b416d
,95473,PRM,95473,en,R,Enter the Infinite,{8}{U}{U}{U}{U},12.0,Sorcery,Jake Murray,,,,0.28,https://cards.scryfall.io/large/front/f/c/fc6cb377-0d86-4523-8c7d-99b64bfa34f9.jpg?1783911478,https://scryfall.com/card/prm/95473/enter-the-infinite,fc6cb377-0d86-4523-8c7d-99b64bfa34f9
636702,117800,LCI,11,en,C,Envoy of Okinec Ahau,{2}{W},3.0,Creature — Cat Advisor,Zoltan Boros,0.11,0.21,0.09,0.03,https://cards.scryfall.io/large/front/9/6/96de0741-9270-4118-bb8e-f3480c75a582.jpg?1783913814,https://scryfall.com/card/lci/11/envoy-of-okinec-ahau,96de0741-9270-4118-bb8e-f3480c75a582
679114,133642,FDN,37,en,C,Erudite Wizard,{2}{U},3.0,Creature — Human Wizard,Ioannis Fiore,0.14,0.22,0.09,0.03,https://cards.scryfall.io/large/front/9/2/9273c417-0fcd-4273-b24e-afff76336d0c.jpg?1783909119,https://scryfall.com/card/fdn/37/erudite-wizard,9273c417-0fcd-4273-b24e-afff76336d0c
87900,23142,RAV,121,en,R,Excruciator,{6}{R}{R},8.0,Creature — Avatar,Paolo Parente,0.24,0.51,0.19,0.02,https://cards.scryfall.io/large/front/a/3/a3c98460-e8b8-45d6-9bf0-7600b234964b.jpg?1783943655,https://scryfall.com/card/rav/121/excruciator,a3c98460-e8b8-45d6-9bf0-7600b234964b
622699,115281,CMM,91,en,U,Fact or Fiction,{3}{U},4.0,Instant,Anna Christenson,0.23,0.45,0.17,0.04,https://cards.scryfall.io/large/front/0/4/04588d2f-9e90-4f83-b85e-67e4bc222a62.jpg?1783915701,https://scryfall.com/card/cmm/91/fact-or-fiction,04588d2f-9e90-4f83-b85e-67e4bc222a62
,146041,ECC,53,en,R,Faeburrow Elder,{1}{G}{W},3.0,Creature — Treefolk Druid,Mark Zug,0.37,,0.51,0.15,https://cards.scryfall.io/large/front/1/4/145dcac4-2c53-4ae9-9ede-24dc07474b01.jpg?1783911522,https://scryfall.com/card/ecc/53/faeburrow-elder,145dcac4-2c53-4ae9-9ede-24dc07474b01
662270,126253,MH3,118,en,C,Fanged Flames,{1}{R},2.0,Sorcery,Campbell White,0.19,0.18,0.15,0.03,https://cards.scryfall.io/large/front/f/c/fcfac301-55db-49a7-9a0d-918c907703da.jpg?1783911273,https://scryfall.com/card/mh3/118/fanged-flames,fcfac301-55db-49a7-9a0d-918c907703da
,140345,FIC,302,en,C,Farseek,{1}{G},2.0,Sorcery,Takayuki Futami,0.66,,0.79,0.19,https://cards.scryfall.io/large/front/f/9/f9b52ee8-3cde-4082-8a6c-0a82caa3505d.jpg?1783906262,https://scryfall.com/card/fic/302/farseek,f9b52ee8-3cde-4082-8a6c-0a82caa3505d
423534,,PCA,109,en,U,Farsight Mask,{5},5.0,Artifact,Ben Thompson,0.52,,0.24,,https://cards.scryfall.io/large/front/4/8/48bde648-810a-4859-bbdd-265e932e1f7f.jpg?1783936816,https://scryfall.com/card/pca/109/farsight-mask,48bde648-810a-4859-bbdd-265e932e1f7f
527302,91532,AFR,15,en,R,Flumph,{1}{W},2.0,Creature — Jellyfish,Brian Valeza,2.96,2.5,1.66,0.02,https://cards.scryfall.io/large/front/c/d/cdc86e78-8911-4a0d-ba3a-7802f8d991ef.jpg?1783926532,https://scryfall.com/card/afr/15/flumph,cdc86e78-8911-4a0d-ba3a-7802f8d991ef
,,SPE,6,en,R,Future Flight,{2}{U}{U},4.0,Enchantment — Aura,Lie Setiawan,0.67,0.76,0.49,,https://cards.scryfall.io/large/front/6/2/62a8b9a4-86cd-4fb3-bda6-a044a79cc6fd.jpg?1783905373,https://scryfall.com/card/spe/6/future-flight,62a8b9a4-86cd-4fb3-bda6-a044a79cc6fd
685891,135510,INR,66,en,U,Geistlight Snare,{2}{U},3.0,Instant,Anato Finnstark,0.24,0.27,0.17,0.04,https://cards.scryfall.io/large/front/2/9/293511f6-09c2-4311-a2a6-0b0b7ef65bef.jpg?1783908164,https://scryfall.com/card/inr/66/geistlight-snare,293511f6-09c2-4311-a2a6-0b0b7ef65bef
1958,,FEM,58d,en,C,Goblin War Drums,{2}{R},3.0,Enchantment,Jeff A. Menges,0.2,,0.28,,https://cards.scryfall.io/large/front/2/a/2a0185f3-fbc0-44d7-b933-30627cda1bf9.jpg?1783947893,https://scryfall.com/card/fem/58d/goblin-war-drums,2a0185f3-fbc0-44d7-b933-30627cda1bf9
497797,85336,CMR,277,en,R,"Gor Muldrak, Amphinologist",{1}{G}{U},3.0,Legendary Creature — Human Scout,Steven Belledin,0.13,0.37,0.21,0.54,https://cards.scryfall.io/large/front/4/0/40b006f9-a287-4e64-915f-ca71712b8d27.jpg?1783928773,https://scryfall.com/card/cmr/277/gor-muldrak-amphinologist,40b006f9-a287-4e64-915f-ca71712b8d27
48178,19887,MRD,183,en,R,Grid Monitor,{4},4.0,Artifact Creature — Construct,Arnie Swekel,5.6,10.15,1.92,0.02,https://cards.scryfall.io/large/front/c/4/c4ab6c59-cd0f-4c29-8e26-6882dca61fb7.jpg?1783944518,https://scryfall.com/card/mrd/183/grid-monitor,c4ab6c59-cd0f-4c29-8e26-6882dca61fb7
,149533,SOS,17,en,U,Group Project,{1}{W},2.0,Sorcery,Justine Cruz,0.22,0.2,0.1,0.03,https://cards.scryfall.io/large/front/e/8/e8abc1eb-6225-4b18-8502-b5324b818aed.jpg?1783903707,https://scryfall.com/card/sos/17/group-project,e8abc1eb-6225-4b18-8502-b5324b818aed
36115,17442,JUD,42,en,C,Hapless Researcher,{U},1.0,Creature — Human Wizard,Ron Spears,0.23,5.09,0.3,0.04,https://cards.scryfall.io/large/front/2/2/22ed0ee7-6749-4f38-8e53-c11b46b17e5d.jpg?1783945128,https://scryfall.com/card/jud/42/hapless-researcher,22ed0ee7-6749-4f38-8e53-c11b46b17e5d
,149887,SOS,194,en,R,Hardened Academic,{R}{W},2.0,Creature — Bird Cleric,Vincent Christiaens,0.45,0.57,0.55,0.61,https://cards.scryfall.io/large/front/0/6/06c9e8a7-2840-4cff-90af-c6636e598f78.jpg?1783903642,https://scryfall.com/card/sos/194/hardened-academic,06c9e8a7-2840-4cff-90af-c6636e598f78
198165,36726,ROE,24,en,C,Harmless Assault,{2}{W}{W},4.0,Instant,Chippy,0.13,0.39,0.07,0.03,https://cards.scryfall.io/large/front/a/7/a77fef2c-227e-474e-896e-c0ebe227f494.jpg?1783942008,https://scryfall.com/card/roe/24/harmless-assault,a77fef2c-227e-474e-896e-c0ebe227f494
413713,60585,EMA,171,en,R,Heritage Druid,{G},1.0,Creature — Elf Druid,Larry MacDougall,3.44,4.57,2.38,0.88,https://cards.scryfall.io/large/front/5/7/57948c65-4324-42bc-97ae-7cc700eb3817.jpg?1783937566,https://scryfall.com/card/ema/171/heritage-druid,57948c65-4324-42bc-97ae-7cc700eb3817
,,SLD,822,en,R,Hive Mind,{5}{U},6.0,Enchantment,Apolo Cacho,,13.93,,,https://cards.scryfall.io/large/front/6/b/6bff89a1-f7e7-4da9-9020-8618afdffda2.jpg?1783910880,https://scryfall.com/card/sld/822/hive-mind,6bff89a1-f7e7-4da9-9020-8618afdffda2
426760,63718,AKH,58,en,C,Illusory Wrappings,{2}{U},3.0,Enchantment — Aura,Deruchenko Alexander,0.07,0.4,0.04,0.03,https://cards.scryfall.io/large/front/a/6/a67aefde-2c91-4974-b89d-84333a2874eb.jpg?1783936521,https://scryfall.com/card/akh/58/illusory-wrappings,a67aefde-2c91-4974-b89d-84333a2874eb
,151697,MSC,624,en,U,Imperial Cosmographer,{2}{U},3.0,Creature — Kree Scientist,Nino Is,0.25,0.35,0.16,0.17,https://cards.scryfall.io/large/front/7/6/76cfd45f-62c4-4832-aae2-3f02d1dea38a.jpg?1783903073,https://scryfall.com/card/msc/624/imperial-cosmographer,76cfd45f-62c4-4832-aae2-3f02d1dea38a
