multiverse_id,mtgo_id,set,collector_number,lang,rarity,name,mana_cost,cmc,type_line,artist,usd_price,usd_foil_price,eur_price,tix_price,image_uri,scryfall_uri,scryfall_id
671139,128943,BLC,22,en,R,Alchemist's Talent,{3}{R},4.0,Enchantment — Class,Milivoj Ćeran,5.23,,4.57,8.36,https://cards.scryfall.io/large/front/2/f/2fb8dace-c604-40fc-bbd4-5add5deb041a.jpg?1783910731,https://scryfall.com/card/blc/22/alchemists-talent,2fb8dace-c604-40fc-bbd4-5add5deb041a
228218,40620,CMD,4,en,R,Alliance of Arms,{W},1.0,Sorcery,Johann Bodin,13.47,,4.12,0.47,https://cards.scryfall.io/large/front/e/e/eeb1f8ff-c32f-4d75-8c04-f97d05ba47d6.jpg?1783941258,https://scryfall.com/card/cmd/4/alliance-of-arms,eeb1f8ff-c32f-4d75-8c04-f97d05ba47d6
407525,59491,OGW,15,en,U,Allied Reinforcements,{3}{W},4.0,Sorcery,Matt Stewart,0.09,0.31,0.11,0.03,https://cards.scryfall.io/large/front/f/d/fd7d7c93-5622-45ca-9359-110685d9162c.jpg?1783937927,https://scryfall.com/card/ogw/15/allied-reinforcements,fd7d7c93-5622-45ca-9359-110685d9162c
503648,87407,KHM,41,en,M,Alrund's Epiphany,{5}{U}{U},7.0,Sorcery,Kieran Yanner,4.56,3.25,4.12,0.02,https://cards.scryfall.io/large/front/c/9/c94fcb53-a7bd-4a80-a536-9fb0eb24261a.jpg?1783928270,https://scryfall.com/card/khm/41/alrunds-epiphany,c94fcb53-a7bd-4a80-a536-9fb0eb24261a
447363,68615,M19,226,en,R,Amulet of Safekeeping,{2},2.0,Artifact,Aaron Miller,0.34,0.41,0.18,0.02,https://cards.scryfall.io/large/front/d/4/d45ac8dc-281f-4257-9658-80af65a0295b.jpg?1783934517,https://scryfall.com/card/m19/226/amulet-of-safekeeping,d45ac8dc-281f-4257-9658-80af65a0295b
,141283,FIN,172,en,M,Ancient Adamantoise,{5}{G}{G}{G},8.0,Creature — Turtle,Kevin Glint,2.8,5.43,2.79,0.02,https://cards.scryfall.io/large/front/4/c/4c139f30-5ecd-48fd-ae7c-ec2cc98889ff.jpg?1783906591,https://scryfall.com/card/fin/172/ancient-adamantoise,4c139f30-5ecd-48fd-ae7c-ec2cc98889ff
563044,100344,CLB,161,en,M,Ancient Copper Dragon,{4}{R}{R},6.0,Creature — Elder Dragon,Antonio José Manzanedo,124.78,136.04,96.87,4.59,https://cards.scryfall.io/large/front/3/8/3836dddd-a7e4-499f-ad49-ce298aa65720.jpg?1783922745,https://scryfall.com/card/clb/161/ancient-copper-dragon,3836dddd-a7e4-499f-ad49-ce298aa65720
562886,99994,CLB,3,en,M,Ancient Gold Dragon,{5}{W}{W},7.0,Creature — Elder Dragon,Simon Dominic,33.47,44.37,28.01,8.66,https://cards.scryfall.io/large/front/4/2/421395b1-2694-42fd-bb90-0007e78adefc.jpg?1783922822,https://scryfall.com/card/clb/3/ancient-gold-dragon,421395b1-2694-42fd-bb90-0007e78adefc
617066,112382,LTR,236,en,M,"Andúril, Flame of the West",{3},3.0,Legendary Artifact — Equipment,Irvin Rodriguez,5.59,6.57,3.38,0.02,https://cards.scryfall.io/large/front/7/e/7e7b9eea-a224-4db1-a089-cb385f7af20c.jpg?1783916241,https://scryfall.com/card/ltr/236/and%C3%BAril-flame-of-the-west,7e7b9eea-a224-4db1-a089-cb385f7af20c
665049,127381,M3C,39,en,R,Angelic Aberration,{5}{W},6.0,Creature — Eldrazi Angel,Helge C. Balzer,0.37,,0.27,0.49,https://cards.scryfall.io/large/front/c/7/c79a5bbe-7b70-4b05-a336-9b2bcb2f2b8f.jpg?1783911427,https://scryfall.com/card/m3c/39/angelic-aberration,c79a5bbe-7b70-4b05-a336-9b2bcb2f2b8f
679902,133346,FDN,160,en,U,An Offer You Can't Refuse,{U},1.0,Instant,Dallas Williams,2.55,4.17,2.57,0.03,https://cards.scryfall.io/large/front/a/8/a829747f-cf9b-4d81-ba66-9f0630ed4565.jpg?1783909078,https://scryfall.com/card/fdn/160/an-offer-you-cant-refuse,a829747f-cf9b-4d81-ba66-9f0630ed4565
426704,63606,AKH,2,en,R,Anointed Procession,{3}{W},4.0,Enchantment,Victor Adame Minguez,55.2,74.27,35.44,0.02,https://cards.scryfall.io/large/front/9/a/9a52c265-6920-4929-ba0a-70da08df01f1.jpg?1783936544,https://scryfall.com/card/akh/2/anointed-procession,9a52c265-6920-4929-ba0a-70da08df01f1
,149513,SOS,7,en,R,Antiquities on the Loose,{1}{W}{W},3.0,Sorcery,Andreas Zafiratos,0.25,0.29,0.16,0.02,https://cards.scryfall.io/large/front/6/8/68ee92cd-51af-4de5-bcc8-34d0bb2fd398.jpg?1783903707,https://scryfall.com/card/sos/7/antiquities-on-the-loose,68ee92cd-51af-4de5-bcc8-34d0bb2fd398
,153972,HOB,29,en,R,An Unexpected Party // At the Door,{2}{W}{W} // {X}{2}{W},4.0,Enchantment // Sorcery — Adventure,Matt Stewart,0.33,0.37,0.02,0.01,https://cards.scryfall.io/large/front/3/a/3aa29fe8-1687-486f-b4df-c04977869ab1.jpg?1783902787,https://scryfall.com/card/hob/29/an-unexpected-party-at-the-door,3aa29fe8-1687-486f-b4df-c04977869ab1
439689,66517,RIX,32,en,U,Aquatic Incursion,{3}{U},4.0,Enchantment,Jason Rainville,0.15,0.44,0.11,0.03,https://cards.scryfall.io/large/front/5/6/56cb8fa2-337b-4596-9c31-01f0c0b171b7.jpg?1783935328,https://scryfall.com/card/rix/32/aquatic-incursion,56cb8fa2-337b-4596-9c31-01f0c0b171b7
676042,130961,DSC,169,en,R,Arachnogenesis,{2}{G},3.0,Instant,Johannes Voss,7.14,,6.23,0.33,https://cards.scryfall.io/large/front/f/5/f5f18431-64c0-4ae5-bdc1-1e953313f086.jpg?1783909610,https://scryfall.com/card/dsc/169/arachnogenesis,f5f18431-64c0-4ae5-bdc1-1e953313f086
508326,87977,KHC,36,en,M,Arcane Artisan,{2}{U},3.0,Creature — Human Wizard,Tommy Arnold,0.3,,0.3,0.24,https://cards.scryfall.io/large/front/b/a/ba946cfb-a729-406b-be35-0defaf95283e.jpg?1783928326,https://scryfall.com/card/khc/36/arcane-artisan,ba946cfb-a729-406b-be35-0defaf95283e
535002,93418,MID,211,en,M,"Arlinn, the Pack's Hope // Arlinn, the Moon's Fury",{2}{R}{G},4.0,Legendary Planeswalker — Arlinn // Legendary Planeswalker — Arlinn,Anna Steinbauer,3.84,4.56,3.35,0.02,https://cards.scryfall.io/large/front/5/0/50d4b0df-a1d8-494f-a019-70ce34161320.jpg?1783925572,https://scryfall.com/card/mid/211/arlinn-the-packs-hope-arlinn-the-moons-fury,50d4b0df-a1d8-494f-a019-70ce34161320
546987,95204,VOC,23,en,R,Arterial Alchemy,{2}{R},3.0,Enchantment,Caio Monteiro,0.34,,0.26,0.87,https://cards.scryfall.io/large/front/a/f/afe2dba0-55f4-460c-aa89-3921414e7ea1.jpg?1783925000,https://scryfall.com/card/voc/23/arterial-alchemy,afe2dba0-55f4-460c-aa89-3921414e7ea1
559898,99093,NCC,326,en,R,Artifact Mutation,{R}{G},2.0,Instant,José Parodi,2.22,,1.74,0.72,https://cards.scryfall.io/large/front/f/e/fed09083-a259-4ab5-bb85-aeab9d0b1f7c.jpg?1783923233,https://scryfall.com/card/ncc/326/artifact-mutation,fed09083-a259-4ab5-bb85-aeab9d0b1f7c
,146803,ECL,205,en,R,Ashling's Command,{3}{U}{R},5.0,Kindred Instant — Elemental,Iris Compiet,0.63,0.71,0.59,0.02,https://cards.scryfall.io/large/front/f/e/fe3a421d-07b6-4b94-b177-aec44c7fe689.jpg?1783904419,https://scryfall.com/card/ecl/205/ashlings-command,fe3a421d-07b6-4b94-b177-aec44c7fe689
620722,113104,LTC,36,en,R,Assemble the Entmoot,{3}{G},4.0,Enchantment,Alex Brock,0.36,,0.53,0.71,https://cards.scryfall.io/large/front/4/0/409c226b-ef01-4ccd-b23e-d94bdc1e4aa5.jpg?1783916025,https://scryfall.com/card/ltc/36/assemble-the-entmoot,409c226b-ef01-4ccd-b23e-d94bdc1e4aa5
643255,121055,RVR,248,en,R,Assure // Assemble,{G/W}{G/W} // {4}{G}{W},8.0,Instant // Instant,Jason A. Engle,0.2,0.22,0.13,0.02,https://cards.scryfall.io/large/front/5/7/57bf73d8-635a-4249-a658-d60722cda823.jpg?1783913266,https://scryfall.com/card/rvr/248/assure-assemble,57bf73d8-635a-4249-a658-d60722cda823
567229,101424,CLB,664,en,R,Astral Dragon,{6}{U}{U},8.0,Creature — Dragon,Anastasia Ovchinnikova,19.17,,18.09,9.77,https://cards.scryfall.io/large/front/6/7/670fbc63-4c9b-4e57-b53e-4ca4d7a224ba.jpg?1783922511,https://scryfall.com/card/clb/664/astral-dragon,670fbc63-4c9b-4e57-b53e-4ca4d7a224ba
646709,121780,MKM,152,en,R,Audience with Trostani,{2}{G},3.0,Sorcery,Ben Hill,0.2,0.22,0.32,0.02,https://cards.scryfall.io/large/front/a/8/a8e23d15-33af-4fd8-964b-8ca4efdebc37.jpg?1783912873,https://scryfall.com/card/mkm/152/audience-with-trostani,a8e23d15-33af-4fd8-964b-8ca4efdebc37
559900,99097,NCC,328,en,R,Aura Mutation,{G}{W},2.0,Instant,Olivier Bernard,1.71,,2.48,5.23,https://cards.scryfall.io/large/front/7/2/7240e52a-e435-46f1-ad68-96d6e12e123c.jpg?1783923232,https://scryfall.com/card/ncc/328/aura-mutation,7240e52a-e435-46f1-ad68-96d6e12e123c
426897,63992,AKH,195,en,U,Aven Wind Guide,{2}{W}{U},4.0,Creature — Bird Warrior,Sidharth Chaturvedi,0.3,0.96,0.28,0.03,https://cards.scryfall.io/large/front/4/1/414bc716-2b1b-4731-bd0c-f4a5caf26e40.jpg?1783936465,https://scryfall.com/card/akh/195/aven-wind-guide,414bc716-2b1b-4731-bd0c-f4a5caf26e40
583754,104958,BRO,170,en,M,Awaken the Woods,{X}{G}{G},2.0,Sorcery,Bryan Sola,14.34,20.55,12.55,0.07,https://cards.scryfall.io/large/front/1/c/1c95f8b8-faba-4412-8d8f-093e2ec903f0.jpg?1783920050,https://scryfall.com/card/bro/170/awaken-the-woods,1c95f8b8-faba-4412-8d8f-093e2ec903f0
,154628,HOC,5,en,R,Bag End Banquet,{6},6.0,Artifact,Dmitry Burmak,11.79,12.52,7.47,2.2,https://cards.scryfall.io/large/front/0/2/028f284b-4b4c-44e2-8ded-bc59ec71250f.jpg?1784377206,https://scryfall.com/card/hoc/5/bag-end-banquet,028f284b-4b4c-44e2-8ded-bc59ec71250f
602534,106223,ONE,4,en,C,Basilica Shepherd,{3}{W}{W},5.0,Creature — Phyrexian Angel,Allen Williams,0.25,0.34,0.1,0.03,https://cards.scryfall.io/large/front/8/1/81ef3cfa-63e6-4450-af65-da7f05d13cf3.jpg?1783918086,https://scryfall.com/card/one/4/basilica-shepherd,81ef3cfa-63e6-4450-af65-da7f05d13cf3
485330,81241,M21,7,en,M,Basri Ket,{1}{W}{W},3.0,Legendary Planeswalker — Basri,Kieran Yanner,1.45,1.37,1.15,0.02,https://cards.scryfall.io/large/front/9/8/98c85699-2daf-4e87-a3be-465d02bd64bb.jpg?1783930745,https://scryfall.com/card/m21/7/basri-ket,98c85699-2daf-4e87-a3be-465d02bd64bb
625321,114173,CMM,916,en,R,Battle for Bretagard,{1}{G}{W},3.0,Enchantment — Saga,Igor Kieryluk,0.36,,0.25,0.03,https://cards.scryfall.io/large/front/c/8/c83e860a-6dd5-4522-8b2b-b730934f59f7.jpg?1783915418,https://scryfall.com/card/cmm/916/battle-for-bretagard,c83e860a-6dd5-4522-8b2b-b730934f59f7
622625,115133,CMM,17,en,C,Battle Screech,{2}{W}{W},4.0,Sorcery,Anastasia Ovchinnikova,0.24,0.37,0.21,0.18,https://cards.scryfall.io/large/front/9/0/90301f8c-f7af-4179-8faf-9901931bba8d.jpg?1783915727,https://scryfall.com/card/cmm/17/battle-screech,90301f8c-f7af-4179-8faf-9901931bba8d
369063,48522,DGM,123,en,R,Beck // Call,{G}{U} // {4}{W}{U},8.0,Sorcery // Sorcery,Adam Paquette,0.3,0.76,0.24,0.02,https://cards.scryfall.io/large/front/a/0/a01d6540-9eaf-4e08-a62d-682551ee78e9.jpg?1783940017,https://scryfall.com/card/dgm/123/beck-call,a01d6540-9eaf-4e08-a62d-682551ee78e9
696361,138347,TDC,205,en,U,Beetleback Chief,{2}{R}{R},4.0,Creature — Goblin Warrior,Lorenzo Mastroianni,0.28,,0.22,0.12,https://cards.scryfall.io/large/front/2/d/2d19a474-b008-4088-8a31-333c0b2d9d65.jpg?1783907076,https://scryfall.com/card/tdc/205/beetleback-chief,2d19a474-b008-4088-8a31-333c0b2d9d65
96962,23787,GPT,2,en,U,Belfry Spirit,{3}{W}{W},5.0,Creature — Spirit,Daren Bader,0.1,0.69,0.16,0.03,https://cards.scryfall.io/large/front/5/5/556e4e71-b149-49c8-8a22-83660bef57bb.jpg?1783943533,https://scryfall.com/card/gpt/2/belfry-spirit,556e4e71-b149-49c8-8a22-83660bef57bb
,145983,ECC,5,en,R,Belonging,{5}{W},6.0,Creature — Elemental Incarnation,Danny Schwartz,0.21,,0.27,0.9,https://cards.scryfall.io/large/front/a/9/a930c3f1-9c59-4627-829a-3cefb87ae2f4.jpg?1783904607,https://scryfall.com/card/ecc/5/belonging,a930c3f1-9c59-4627-829a-3cefb87ae2f4
545698,94930,VOC,78,en,R,Benevolent Offering,{3}{W},4.0,Instant,Ryan Yee,1.71,,0.9,1.17,https://cards.scryfall.io/large/front/d/0/d080c35d-f2c6-4f4e-8f7c-305b319d4cde.jpg?1783924980,https://scryfall.com/card/voc/78/benevolent-offering,d080c35d-f2c6-4f4e-8f7c-305b319d4cde
139696,28389,LRW,53,en,U,Benthicore,{6}{U},7.0,Creature — Elemental,Jim Nelson,0.28,0.35,0.15,0.03,https://cards.scryfall.io/large/front/f/2/f240d225-9fbf-438a-93c3-5fef325035e8.jpg?1783942905,https://scryfall.com/card/lrw/53/benthicore,f240d225-9fbf-438a-93c3-5fef325035e8
,147407,TMC,37,en,R,Big Mother Mouser,{4},4.0,Artifact Creature — Robot,Miklós Ligeti,2.02,,0.76,5.31,https://cards.scryfall.io/large/front/c/9/c9ae6898-6b5a-43bd-8c84-4d8add285f7d.jpg?1783904160,https://scryfall.com/card/tmc/37/big-mother-mouser,c9ae6898-6b5a-43bd-8c84-4d8add285f7d
,152029,MSC,802,en,C,Big Score,{3}{R},4.0,Instant,Jurijus Chitrovas,0.36,1.4,0.65,0.01,https://cards.scryfall.io/large/front/3/3/3383a939-4ab3-4546-9995-6c65cd3f4441.jpg?1783903010,https://scryfall.com/card/msc/802/big-score,3383a939-4ab3-4546-9995-6c65cd3f4441
407631,59343,OGW,121,en,U,Birthing Hulk,{6}{G},7.0,Creature — Eldrazi Drone,Jack Wang,0.12,0.41,0.18,0.03,https://cards.scryfall.io/large/front/a/1/a1a644e0-96e5-4b73-873f-1132948cb21f.jpg?1783937904,https://scryfall.com/card/ogw/121/birthing-hulk,a1a644e0-96e5-4b73-873f-1132948cb21f
369047,48440,DGM,56,en,U,Blaze Commando,{3}{R}{W},5.0,Creature — Minotaur Soldier,James Ryman,0.11,0.54,0.08,0.03,https://cards.scryfall.io/large/front/5/e/5e179f0d-2965-44e4-8483-67b330a8608c.jpg?1783940033,https://scryfall.com/card/dgm/56/blaze-commando,5e179f0d-2965-44e4-8483-67b330a8608c
401819,58305,BFZ,2,en,R,Blight Herder,{5},5.0,Creature — Eldrazi Processor,Todd Lockwood,0.32,0.45,0.17,0.02,https://cards.scryfall.io/large/front/4/7/478c3a74-ff78-4041-8137-93356d370ece.jpg?1783938225,https://scryfall.com/card/bfz/2/blight-herder,478c3a74-ff78-4041-8137-93356d370ece
541000,94628,VOW,145,en,U,Blood Hypnotist,{2}{R},3.0,Creature — Vampire,Marie Magny,0.17,0.26,0.11,0.03,https://cards.scryfall.io/large/front/d/8/d85e0477-9176-4a3e-badc-f1c1c734e59c.jpg?1783924842,https://scryfall.com/card/vow/145/blood-hypnotist,d85e0477-9176-4a3e-badc-f1c1c734e59c
675985,130847,DSC,112,en,R,Body of Knowledge,{3}{U}{U},5.0,Creature — Avatar,Clint Cearley,0.33,,0.37,0.72,https://cards.scryfall.io/large/front/1/8/185b2e8f-ab37-42e4-b3a1-f38b19a2e05a.jpg?1783909628,https://scryfall.com/card/dsc/112/body-of-knowledge,185b2e8f-ab37-42e4-b3a1-f38b19a2e05a
548297,96918,NEO,6,en,U,Born to Drive,{2}{W},3.0,Enchantment — Aura,Heonhwa,0.31,0.31,0.13,0.03,https://cards.scryfall.io/large/front/f/f/ffdfad1f-d316-4023-9c79-8c24f1cd31d0.jpg?1783923925,https://scryfall.com/card/neo/6/born-to-drive,ffdfad1f-d316-4023-9c79-8c24f1cd31d0
,152193,MSH,7,en,C,Borough Backup,{4}{W},5.0,Sorcery,Gal Or,0.11,0.19,0.04,0.01,https://cards.scryfall.io/large/front/b/b/bb753ac8-67e1-44b0-b404-37f04c2b7438.jpg?1783902978,https://scryfall.com/card/msh/7/borough-backup,bb753ac8-67e1-44b0-b404-37f04c2b7438
652142,132359,PIP,55,en,U,Bottle-Cap Blast,{4}{R},5.0,Instant,Liiga Smilshkalne,4.39,19.46,5.28,9.24,https://cards.scryfall.io/large/front/8/b/8bdceec0-0950-4d52-86fc-d0f04e8487ce.jpg?1783912404,https://scryfall.com/card/pip/55/bottle-cap-blast,8bdceec0-0950-4d52-86fc-d0f04e8487ce
423484,,PCA,59,en,C,Bramble Elemental,{3}{G}{G},5.0,Creature — Elemental,Tomas Giorello,0.25,,0.16,,https://cards.scryfall.io/large/front/c/3/c348fb8f-f151-4ade-8cb3-b994219340c0.jpg?1783936831,https://scryfall.com/card/pca/59/bramble-elemental,c348fb8f-f151-4ade-8cb3-b994219340c0
671145,128955,BLC,28,en,R,Brightcap Badger // Fungus Frolic,{3}{G} // {2}{G},4.0,Creature — Badger Druid // Instant — Adventure,Izzy,1.75,,1.19,2.88,https://cards.scryfall.io/large/front/0/e/0e843102-b8cc-4bc8-872e-79924197f4cc.jpg?1783910732,https://scryfall.com/card/blc/28/brightcap-badger-fungus-frolic,0e843102-b8cc-4bc8-872e-79924197f4cc
660313,125395,BIG,17,en,M,Bristlebud Farmer,{2}{G}{G},4.0,Creature — Plant Druid,Adrián Rodríguez Pérez,1.28,1.68,1.54,0.02,https://cards.scryfall.io/large/front/d/4/d498c4de-5e80-4baa-9fcb-70f164880c84.jpg?1783911998,https://scryfall.com/card/big/17/bristlebud-farmer,d498c4de-5e80-4baa-9fcb-70f164880c84
193633,36630,ROE,138,en,C,Brood Birthing,{1}{R},2.0,Sorcery,Anthony Francisco,0.27,4.98,0.35,0.03,https://cards.scryfall.io/large/front/0/e/0e44f7ff-1cfa-4bc4-a0f7-9d71ba48a97a.jpg?1783941978,https://scryfall.com/card/roe/138/brood-birthing,0e44f7ff-1cfa-4bc4-a0f7-9d71ba48a97a
650261,122474,MKC,167,en,U,Broodhatch Nantuko,{1}{G},2.0,Creature — Insect Druid,Keith Garletts,0.36,,0.17,0.05,https://cards.scryfall.io/large/front/7/3/73788eac-a95f-4492-b1aa-de57125cde8f.jpg?1783912993,https://scryfall.com/card/mkc/167/broodhatch-nantuko,73788eac-a95f-4492-b1aa-de57125cde8f
401833,58447,BFZ,164,en,U,Brood Monitor,{4}{G}{G},6.0,Creature — Eldrazi Drone,Izzy,0.22,3.22,0.13,0.03,https://cards.scryfall.io/large/front/e/a/ea7d4a49-8681-4f95-8718-96648bf73c39.jpg?1783938190,https://scryfall.com/card/bfz/164/brood-monitor,ea7d4a49-8681-4f95-8718-96648bf73c39
531958,,AFC,57,en,U,Bucknard's Everfull Purse,{2},2.0,Artifact,Joe Slucher,3.33,,4.06,,https://cards.scryfall.io/large/front/5/7/57073533-dcd8-4a86-9aa8-d7205d3799e1.jpg?1783926237,https://scryfall.com/card/afc/57/bucknards-everfull-purse,57073533-dcd8-4a86-9aa8-d7205d3799e1
534907,93228,MID,131,en,R,Burn Down the House,{3}{R}{R},5.0,Sorcery,Campbell White,0.48,0.45,0.49,0.02,https://cards.scryfall.io/large/front/2/0/20ded7af-8086-465e-a980-3099217d324c.jpg?1783925604,https://scryfall.com/card/mid/131/burn-down-the-house,20ded7af-8086-465e-a980-3099217d324c
555374,98565,SNC,173,en,U,Cabaretti Charm,{R}{G}{W},3.0,Instant,Steve Argyle,0.26,0.31,0.1,0.03,https://cards.scryfall.io/large/front/0/8/08f33c8a-8e93-4296-964b-da132a854b3b.jpg?1783923091,https://scryfall.com/card/snc/173/cabaretti-charm,08f33c8a-8e93-4296-964b-da132a854b3b
598170,,NCC,56,en,R,Caldaia Guardian,{3}{G},4.0,Creature — Human Soldier,Aaron J. Riley,0.21,,0.21,,https://cards.scryfall.io/large/front/f/2/f20015ad-8fda-498f-ac28-1ffb824ab480.jpg?1783923357,https://scryfall.com/card/ncc/56/caldaia-guardian,f20015ad-8fda-498f-ac28-1ffb824ab480
456530,,GNT,10,en,C,Call the Cavalry,{3}{W},4.0,Sorcery,Scott Murphy,0.25,,0.15,,https://cards.scryfall.io/large/front/5/f/5ffd9de5-c0b9-4d41-ab11-c77ce6f67c60.jpg?1783933991,https://scryfall.com/card/gnt/10/call-the-cavalry,5ffd9de5-c0b9-4d41-ab11-c77ce6f67c60
559767,,NCC,195,en,R,Call the Coppercoats,{2}{W},3.0,Instant,Cristi Balanescu,6.93,,5.02,,https://cards.scryfall.io/large/front/e/2/e203daaf-bd68-4251-9106-00299b3ad662.jpg?1783923293,https://scryfall.com/card/ncc/195/call-the-coppercoats,e203daaf-bd68-4251-9106-00299b3ad662
401836,58449,BFZ,165,en,C,Call the Scions,{2}{G},3.0,Sorcery,Winona Nelson,0.11,0.42,0.15,0.03,https://cards.scryfall.io/large/front/5/d/5d248ed0-c2b4-4558-9a09-ace8fd4b0599.jpg?1783938190,https://scryfall.com/card/bfz/165/call-the-scions,5d248ed0-c2b4-4558-9a09-ace8fd4b0599
394354,,DDO,3,en,R,Captain of the Watch,{4}{W}{W},6.0,Creature — Human Soldier,Greg Staples,0.42,,0.49,,https://cards.scryfall.io/large/front/6/e/6e201980-e220-44dc-beab-ad13c20332bd.jpg?1783938638,https://scryfall.com/card/ddo/3/captain-of-the-watch,6e201980-e220-44dc-beab-ad13c20332bd
574489,102494,DMU,9,en,C,Captain's Call,{3}{W},4.0,Sorcery,A. M. Sartor,0.18,0.03,0.04,0.03,https://cards.scryfall.io/large/front/0/c/0c7ed7e0-0e80-44d3-a7af-b4c321239df8.jpg?1783921370,https://scryfall.com/card/dmu/9/captains-call,0c7ed7e0-0e80-44d3-a7af-b4c321239df8
668920,129257,BLB,6,en,R,Caretaker's Talent,{2}{W},3.0,Enchantment — Class,Lindsey Look,9.0,10.69,8.11,0.02,https://cards.scryfall.io/large/front/a/d/ad5ea98a-e36e-4ab9-b4da-cc572f3777db.jpg?1783910865,https://scryfall.com/card/blb/6/caretakers-talent,ad5ea98a-e36e-4ab9-b4da-cc572f3777db
194340,38083,SOM,115,en,U,Carrion Call,{3}{G},4.0,Instant,Adrian Smith,0.17,0.58,0.12,0.03,https://cards.scryfall.io/large/front/b/c/bc3c1a8e-3bdb-42cf-9442-5de7e4670d66.jpg?1783941719,https://scryfall.com/card/som/115/carrion-call,bc3c1a8e-3bdb-42cf-9442-5de7e4670d66
646572,121506,MKM,9,en,U,Case of the Pilfered Proof,{1}{W},2.0,Enchantment — Case,Joshua Cairos,0.21,0.13,0.06,0.03,https://cards.scryfall.io/large/front/3/2/32927bf2-63c1-4402-99dc-3a0f2f8e0f9c.jpg?1783912927,https://scryfall.com/card/mkm/9/case-of-the-pilfered-proof,32927bf2-63c1-4402-99dc-3a0f2f8e0f9c
