sourcePage,productSection,deckName,mainCommander,secondaryCommanders,colors,theme,deckDescription,iconicCards,notesMechanicsMentioned,playstyleTags,primaryTheme,secondaryTheme,mainStrategy,mechanics,creatureTypeFocus,beginnerFriendly,complexity,politicalSocialPlay,combatFocus,comboPotential,graveyardFocus,tokenFocus,artifactFocus,enchantmentFocus,spellslingerFocus,rampFocus,controlFocus,aggression,valueEngine,recommendedFor,notRecommendedFor,voxManaPlacementFit,colorPhilosophySummary,whatThisDeckTeachesAboutItsColors,beginnerLesson,strategyLesson,voxManaBasicsPageUse,relatedArchetypes,relatedMechanics
https://cardgamebase.com/commander-precons/,Modern Horizons 3 Commander Precons,Eldrazi Incursion,"Ulalek, Fused Atrocity",,White; Blue; Black; Red; Green,Eldrazi,An Eldrazi tribal deck using all five colors plus colorless mana — technically six 'colors' as listed on the box. One of the most popular MH3 Commander decks due to Eldrazi's fan popularity. Features newer Eldrazi designs. Best for players who love large unique creatures.,"Ulalek, Fused Atrocity; Emrakul, the World Anew; Ulamog, the Defiler; Kozilek, the Broken Reality; Eldrazi Confluence",Eldrazi tribal; colorless mana; all five colors plus colorless; new Eldrazi designs; titan absence noted by some players,tribal; big creatures; eldrazi; five-color; colorless,Eldrazi tribal,Colorless synergies,"Play and leverage Eldrazi creatures using a five-color plus colorless mana base, overwhelming opponents with massive Eldrazi and their unique abilities",,Eldrazi,2,3,1,4,2,1,1,1,1,1,3,1,4,3,"Eldrazi fans, players who love unique massive creatures, and those who want a five-color deck with a strong tribal identity","Players who prefer smaller, more interactive strategies or those who find large colorless creatures less interesting","Fits players who identify across multiple colors and want an imposing, unique creature-based experience — Eldrazi represent power beyond any single color philosophy",All five colors and colorless work in service of one goal: summoning incomprehensibly powerful Eldrazi that transcend the color philosophy entirely.,"Unique example of how five-color decks can be focused — the color identity exists only to enable the colorless Eldrazi, teaching that color can serve as support.",Mechanically approachable — cast big creatures and win with them — but mana base complexity with all five colors plus colorless may confuse new players.,Teaches players about colorless mana as a resource and how to build toward large creature strategies with multiple mana types.,"Strong example for introducing colorless mana, five-color identity, and Eldrazi tribal on a basics page.",tribal; big creatures; colorless; ramp,Colorless mana; Eldrazi synergy; Tribal; Ramp
https://cardgamebase.com/commander-precons/,Modern Horizons 3 Commander Precons,Graveyard Overdrive,Disa the Restless,,Black; Red; Green,Graveyard,A Jund graveyard deck that gains distinction through a Lhurgoyf secondary theme. The face commander Disa enables unusual and strong graveyard shenanigans tied to this creature type.,"Disa the Restless; The Gitrog Monster; Golgari Grave-Troll; Splinterfright; Hogaak, Arisen Necropolis",Graveyard; Lhurgoyf creature type; Disa enables unusual graveyard synergies,graveyard; tribal; lhurgoyf; value,Graveyard,Lhurgoyf tribal,"Fill the graveyard and use Disa and Lhurgoyf synergies to generate outsized value, leveraging the interaction between graveyard density and Lhurgoyf-type payoffs",,Lhurgoyf,2,3,1,3,3,5,1,1,1,1,2,1,3,4,Graveyard enthusiasts who want a Jund deck with a unique and unusual creature-type twist that distinguishes it from generic graveyard piles,Players who find Jund graveyard decks too familiar or those who dislike managing graveyard density as a gameplay resource,"Strong fit for Black/Red/Green (Jund) players who value Black's graveyard dominion, Green's creature base, and Red's impulsive power — with Lhurgoyf providing unique identity","Black commands the graveyard, Green fills it with large creatures, and Red adds the aggressive edge that makes Lhurgoyf synergies into a threatening engine.","Shows how Jund graveyard strategies can gain unique identity through unusual creature type synergies like Lhurgoyf, distinguishing them from generic builds.",The Lhurgoyf theme requires prior knowledge; better for experienced players who already understand graveyard strategies and want a twist.,Teaches players how graveyard density translates into creature power for Lhurgoyf-type creatures and how that creates a self-reinforcing engine.,Interesting example for explaining how unusual creature type synergies can distinguish what would otherwise be a common archetype.,graveyard; tribal; value engine,Lhurgoyf synergy; Graveyard density; Graveyard recursion
https://cardgamebase.com/commander-precons/,Modern Horizons 3 Commander Precons,Tricky Terrain,"Omo, Queen of Vesuva",,Blue; Green,"Ramp, Value","A quintessential Simic deck for Simic players — ramps, draws cards, and does 'other sweet stuff.' Some uniqueness via Omo and new cards, but described as delivering exactly what Blue-Green players expect.","Omo, Queen of Vesuva; Vesuva; Thespian's Stage; Scapeshift; Tatyova, Benthic Druid",Ramp; card draw; value engine; Simic identity; some unique elements from Omo and new cards,ramp; card draw; value; lands; simic,Ramp,Card draw / value,"Ramp aggressively with Green, draw cards with Blue, and use the mana and card advantage to play powerful spells ahead of curve for incremental value dominance",,unclear from source,3,2,1,2,2,1,1,1,1,1,5,2,2,4,"Classic Simic players who want reliable ramp and card draw, and those who enjoy consistent, predictable value-generating gameplay",Players looking for something unique or surprising from their precon; those who want a more combat or combo-focused experience,"Perfect fit for Blue/Green (Simic) players — the deck delivers on every Simic promise: knowledge, growth, adaptation, and ramp","Green's growth engine and Blue's knowledge-gathering form the core of Simic's promise — more lands, more cards, more options.",The quintessential Simic deck teaching new players exactly what Blue-Green stands for: ramp into big things while drawing enough cards to do it again.,Excellent beginner deck for Simic-curious players; teaches ramp and card draw fundamentals in a clean and approachable package.,Teaches foundational ramp-into-value strategy — how to get ahead on mana and use that advantage to draw and cast more cards than opponents.,Perfect Simic identity example for a basics page — pure expression of Blue-Green values without unnecessary complexity.,ramp; card draw; value engine; control,Ramp; Card draw; Value generation
https://cardgamebase.com/commander-precons/,Modern Horizons 3 Commander Precons,Creative Energy,"Satya, Aetherflux Genius",,White; Blue; Red,Energy counters,"Another energy counter deck, this time in Jeskai colors. Includes a mix of iconic energy cards from the past and new designs. Described as enabling fun play patterns with significant deckbuilding room if upgraded.","Satya, Aetherflux Genius; Aetherflux Reservoir; Emry, Lurker of the Loch; Inspiring Statuary; Cyberdrive Awakener",Energy counters; iconic energy reprints; new energy designs; fun play patterns,energy; artifacts; value; combo,Energy counters,unclear from source,"Generate and efficiently spend energy counters using a mix of classic and new energy cards, building toward powerful energy-fueled payoffs in Jeskai colors",Energy,unclear from source,2,3,1,2,3,1,1,2,1,2,1,2,2,4,"Energy mechanic fans, players who want a Jeskai deck with an alternate resource twist, and those interested in deckbuilding upgrades around a well-supported theme",Players who find alternate resource management frustrating or those who want a more combat-focused Jeskai experience,"Good fit for White/Blue/Red (Jeskai) players who value Blue's planning, Red's inventive energy generation, and White's structural support","Blue plans the energy expenditure, Red inventively generates it, and White provides the structural framework for the energy engine — a methodical but dynamic three-color resource machine.","Demonstrates how Jeskai's three colors each contribute to an alternate resource economy, showing that Jeskai isn't just a spellslinger identity.",Energy is best learned through play; this deck provides the full energy experience in an organized Jeskai shell that's approachable with some experience.,Teaches players how to build and spend energy efficiently and how to evaluate which energy payoffs provide the best return on investment.,Good example for explaining energy in a Jeskai context and distinguishing it from other energy precons by color identity.,energy; value engine; combo,Energy counters; Energy payoffs; Alternate resource management
https://cardgamebase.com/commander-precons/,Outlaws of Thunder Junction Commander Precons,Quick Draw,"Stella, Wild Card",,Blue; Red,Casting multiple spells in a turn,"One of the most powerful out-of-box precons ever made. Designed to unleash a fury of spells in a single turn, with many payoffs for doing so. Plays similarly to the storm mechanic. Described as rarely-matched in precon power level.","Stella, Wild Card; Thousand-Year Storm; Bonus Round; Mizzix's Mastery; Swarm Intelligence",Casting multiple spells in a turn; storm-like payoffs; very high out-of-box power; set-up then unleash pattern,spellslinger; combo; storm; big turns,Casting multiple spells in a turn,Storm-like payoffs,"Set up over multiple turns by accumulating resources, then unleash a chain of spells in a single turn for overwhelming payoffs — similar to how storm decks operate",Storm,unclear from source,1,5,1,2,5,1,1,1,1,5,2,2,3,4,Experienced players who want a powerful spell-chain combo deck that can generate single-turn wins right out of the box,"Beginners or casual players; those who dislike combo-heavy, solitaire-feeling gameplay or playing a deck that can dominate a pod",Strong fit for Blue/Red (Izzet) players who love knowledge-building (Blue) and explosive impulsive action (Red) — the ultimate spell-chain experience,"Blue's meticulous planning sets the stage, and Red's impulsive energy unleashes it all at once — the definitive expression of the Izzet identity.",Demonstrates the Izzet identity taken to its extreme — Blue and Red working together to build toward a single overwhelming turn.,Not for beginners — but teaches advanced players how to sequence spells for maximum chain value and how storm-like payoffs scale with spell count.,"Deep lesson in spell sequencing, managing a storm-like chain, and understanding how combo payoffs scale exponentially with each spell cast.",Excellent high-power example; best used to show what fully developed Izzet spellslinging looks like at the extreme end.,spellslinger; combo; storm,Storm; Spell chaining; Multi-spell turn payoffs
https://cardgamebase.com/commander-precons/,Outlaws of Thunder Junction Commander Precons,Desert Bloom,"Yuma, Proud Protector",,White; Red; Green,"Lands in graveyard, Deserts","A land-focused Naya deck that cares specifically about lands in the graveyard, sacrificing lands for benefits, bringing them back, and leveraging the Desert subtype. Takes a familiar theme and layers new twists on it, making it feel fresh.","Yuma, Proud Protector; Titania, Protector of Argoth; Splendid Reclamation; Ramunap Excavator; Zuran Orb",Lands in graveyard; sacrificing lands; land recursion; Desert subtype synergies,lands; graveyard; sacrifice; ramp; deserts,Lands in graveyard / Desert synergies,Land sacrifice and recursion,"Put lands into the graveyard intentionally, sacrifice and recur Deserts for repeated benefits, and leverage Desert-specific payoffs alongside general land synergy effects",Landfall,unclear from source,2,3,1,2,3,4,1,1,1,1,4,1,2,4,Land strategy enthusiasts who want a Naya deck with a graveyard angle and unique Desert subtype payoffs,Players who dislike land sacrifice strategies or those who prefer creature-centric Naya gameplay,"Strong fit for White/Red/Green (Naya) players who appreciate Green's land mastery, Red's sacrifice energy, and White's structured land recursion","Green's deep connection to lands, Red's willingness to sacrifice them, and White's ability to reclaim and rebuild create a cyclical land engine rooted in desert resilience.",Shows how Naya colors can approach land strategies by treating lands as recyclable resources rather than permanent fixtures.,"Land sacrifice can feel scary for new players; this deck teaches that lands can be a renewable, exploitable resource rather than a permanent fixture.",Teaches players about the graveyard as a land zone and how Desert subtype synergies create an additional layer of land-based value.,Great example for explaining land sacrifice strategies and Desert subtype synergies in a Naya context.,lands; graveyard; ramp; sacrifice,Land sacrifice; Land recursion; Desert synergy; Graveyard lands
https://cardgamebase.com/commander-precons/,Outlaws of Thunder Junction Commander Precons,Grand Larceny,"Gonti, Canny Acquisitor",,Blue; Black; Green,Stealing opponents' cards,A deck entirely focused on casting cards from opponents' decks. High replayability as different opponents mean different stolen cards. Described as one of the more unusual recent precons with great play patterns.,"Gonti, Canny Acquisitor; Gonti, Lord of Luxury; Etali, Primal Conqueror; Knowledge Pool; Villainous Wealth",Casting opponent's cards; exile from opponents' decks; synergies and rewards for casting stolen cards,theft; control; value; unique,Stealing opponents' cards,Synergies and rewards for casting stolen cards,"Exile and cast cards from opponents' libraries and exile zones, using those resources as your own, with rewards for leveraging your opponents' resources against them",,unclear from source,2,4,3,2,3,1,1,1,1,2,2,3,2,5,"Players who want a unique and highly replayable experience, enjoy using opponents' resources against them, and like value-focused control strategies",Players who prefer having full control over their deck's game plan; those who dislike inconsistency from stealing random cards,"Strong fit for Blue/Black/Green (Sultai) players — Blue's cunning, Black's ambition to take what isn't theirs, and Green's adaptive use of resources","Black's ambition to acquire power by any means, Blue's cunning intelligence, and Green's adaptive resourcefulness combine to make stealing opponents' cards feel natural and inevitable.","Shows the Sultai colors at their most opportunistic — rather than building their own plan, they co-opt opponents' plans and use them better.",Unique but potentially confusing for beginners due to casting cards from unusual zones; best for players who understand basic card mechanics.,"Teaches players about playing from exile zones, how to evaluate opponent's resources, and how to adapt your strategy to whatever has been stolen.",Excellent unique example for explaining theft strategies and how Black's ambition can extend beyond a player's own deck.,theft; control; value engine,Exile and cast from opponent's deck; Theft effects; Adaptive strategy
https://cardgamebase.com/commander-precons/,Outlaws of Thunder Junction Commander Precons,Most Wanted,"Olivia, Opulent Outlaw",,White; Black; Red,"Treasures, Outlaws","An Outlaw tribal deck caring about five creature types: Assassins, Mercenaries, Pirates, Rogues, and Warlocks — collectively called Outlaws. Secondary Treasure token theme accelerates mana. Both themes combine for decision-rich gameplay.","Olivia, Opulent Outlaw; Malcolm, Keen-Eyed Navigator; Breeches, Brazen Plunderer; Xanathos, Guildmaster; Revel in Riches","Outlaw tribal (Assassins, Mercenaries, Pirates, Rogues, Warlocks); Treasure tokens; mana acceleration from Treasures",tribal; tokens; treasures; aggro,Outlaw tribal (multi-type),Treasure tokens,"Build a board of Outlaw-type creatures to trigger tribal synergies, generate Treasure tokens for mana acceleration, and press aggressive advantages enabled by that extra mana",Treasure,Assassins; Mercenaries; Pirates; Rogues; Warlocks,3,3,1,3,2,1,3,2,1,1,3,1,3,3,"Players who enjoy multi-type tribal decks, Wild West flavor, and a combination of aggressive play with Treasure-fueled mana advantage",Players who prefer single-tribe focus or those who find multi-type tribal synergies less satisfying than dedicated tribal decks,"Good fit for White/Black/Red (Mardu) players — White's structure in the outlaw code, Black's ambition and cunning, and Red's aggressive frontier energy","Red's frontier aggression, Black's criminal ambition, and White's unlikely code of honor among thieves combine to make the most stylish and diverse tribal experience.",Shows how Mardu can build a tribal identity that transcends any single creature type by grouping thematically linked types under one umbrella.,Accessible for players who enjoy tribal strategies; the Outlaw grouping teaches that tribal synergies can exist across multiple creature types.,Teaches how Treasure tokens function as a ramp mechanism and how to leverage mana acceleration to play threats ahead of schedule.,Good example for explaining multi-type tribal strategies and the Treasure token mechanic.,tribal; tokens; treasures; aggro,Outlaw tribal; Treasure tokens; Mana acceleration
https://cardgamebase.com/commander-precons/,Fallout Commander Precons,Scrappy Survivors,"Dogmeat, Ever Loyal",,White; Red; Green,Auras & Equipment,"A Naya Auras and Equipment deck led by Dogmeat, the loyal canine companion from Fallout. Uses the commander to turn Junk tokens into useful Equipment and Auras. Full of flavorful Fallout-themed cards with a unique mechanical take on the Auras/Equipment archetype.","Dogmeat, Ever Loyal; Tezzeret, Betrayer of Flesh; Danitha, New Benalia's Light; The Wise Mothman; Bottlecap Blast",Junk tokens becoming Equipment and Auras; Aura and Equipment synergies; no companion mechanic despite Dogmeat; Fallout flavor,equipment; auras; combat; aggro; Naya,Auras & Equipment,Junk token conversion,"Use Dogmeat to convert Junk tokens into Equipment and Auras, equip and enchant creatures for combat advantage, and press Naya's aggressive board presence",Equipment; Auras,unclear from source,3,3,1,4,2,1,2,3,3,1,2,1,4,3,"Fallout fans, equipment lovers, and players who want a flavorful Naya deck that converts tokens into meaningful resources",Players who dislike relying on the commander's ability or those who find equipment-heavy strategies slow or dependent on specific pieces,"Good fit for White/Red/Green (Naya) players — White's ordered equipment structure, Red's aggressive deployment, and Green's creature base as equip targets","White orders the equipment for maximum utility, Red drives the aggressive application, and Green provides the loyal creatures to carry those tools — Naya's warrior ethos made literal.",Shows how Naya combines its colors into a coherent combat-focused identity using both auras and equipment in a single unified strategy.,Equipment and Aura basics are taught in an approachable context; the Junk token conversion adds a creative twist that makes the strategy feel special.,Teaches how to leverage token resources for card advantage and how Auras and Equipment complement each other in a combat strategy.,Good example for Naya Aura/Equipment identity and introducing the concept of converting tokens into meaningful permanents.,equipment; auras; combat; aggro,Equipment; Auras; Token conversion; Combat buffs
https://cardgamebase.com/commander-precons/,Fallout Commander Precons,Science!,Dr. Madison Li,,White; Blue; Red,"Energy counters, artifacts",A Jeskai energy deck that also features an artifact secondary theme. Among the first to revive the long-forgotten energy mechanic from Kaladesh. Combines iconic characters and locations from the Fallout universe with thematically fitting energy and artifact gameplay.,Dr. Madison Li; Nick Valentine; Aetherflux Reservoir; Gonti's Aether Heart; Decoction Module,Energy counters; artifacts; Kaladesh mechanic revival; Fallout-flavored characters and locations,energy; artifacts; value; combo,Energy counters,Artifacts,"Generate and spend energy counters for powerful effects, with artifact synergies supporting the engine and Fallout-themed cards providing flavorful payoffs",Energy,unclear from source,2,3,1,2,3,1,1,4,1,1,1,2,2,4,"Fallout fans, energy enthusiasts, and players who want a Jeskai artifact-energy deck with strong flavor integration",Players who prefer combat-heavy strategies or those who find managing energy as a secondary currency cumbersome,"Good fit for Jeskai (White/Blue/Red) players who value Blue's scientific methodology, Red's Kaladesh-style inventive energy, and White's structured artifact assembly","Blue's scientific precision manages the energy economy, Red's inventive spirit generates it, and White's structure assembles the artifact framework — a technological powerhouse.","Shows how Jeskai expresses a 'science and technology' identity through energy and artifacts, connecting thematic flavor to mechanical function.",Energy works best when learned through play; this deck gives a full energy experience in a thematically coherent Fallout context.,Teaches how energy and artifacts synergize as layered resource systems and how to evaluate the best uses of energy for maximum effect.,Good example for introducing energy as a Kaladesh-era mechanic and showing how it functions in a Jeskai artifact context.,energy; artifacts; value engine,Energy counters; Artifact synergy; Resource management
https://cardgamebase.com/commander-precons/,Fallout Commander Precons,"Hail, Caesar","Caesar, Legion's Emperor",,White; Black; Red,"Sacrifice, creature tokens","A Mardu aristocrats deck led by Caesar from Fallout, who sacrifices anything for power. Sacrifice synergies and creature tokens are the core themes. Recommended for traditional aristocrat strategy fans even beyond Fallout interest.","Caesar, Legion's Emperor; Marneus Calgar; Hannibal the Cannibal; Anointed Procession; Pitiless Plunderer",Sacrifice synergies; creature tokens as sacrifice fodder; aristocrats archetype; Caesar flavor match,sacrifice; tokens; aristocrats; aggro,Sacrifice,Creature tokens,"Generate creature tokens and use them as sacrifice fodder to trigger aristocrat-style payoffs, building advantage through the sacrifice loop and pressuring opponents with life loss and value",Sacrifice,unclear from source,2,3,1,3,3,2,4,1,1,1,1,1,3,4,"Aristocrat strategy lovers, Fallout fans, and players who enjoy managing a sacrifice engine with token generation",Players who prefer combat-focused or spell-heavy strategies without the complexity of sacrifice timing,"Strong fit for White/Black/Red (Mardu) players — White provides the token army, Black drives the sacrifice engine, Red adds aggressive pressure from the sacrifice payoffs","White creates the token army, Black converts their deaths into power, and Red channels that power into aggressive punishment — Caesar's empire built on sacrifice.","Demonstrates Mardu's aristocrat identity — White and tokens as fuel, Black as the sacrificial engine, and Red as the aggressive payoff channel.",The aristocrats archetype requires some experience to play optimally; good for intermediate players learning how sacrifice timing creates advantage.,"Teaches classic aristocrat strategy: generate tokens, sacrifice them for value, and repeat — while managing when to sacrifice versus when to attack.",Classic aristocrats example in a Mardu shell; good for explaining sacrifice-based value engines on a basics page.,aristocrats; sacrifice; tokens; aggro,Sacrifice; Token generation; Aristocrat payoffs
https://cardgamebase.com/commander-precons/,Fallout Commander Precons,Mutant Menace,The Wise Mothman,,Blue; Black; Green,"Mill, rad counters","The most unusual Fallout deck, featuring milling as a primary theme alongside the new rad counters mechanic. Rad counters are placed on players, causing them to mill and eventually take damage. Described as fascinating play patterns for players tired of conventional strategies.",The Wise Mothman; Gleemax; Persistent Petitioners; Fraying Sanity; Bruvac the Grandiloquent,Mill; rad counters placed on players; rad counters cause milling and damage; unusual mechanic combination,mill; counters; unique mechanics; control,Mill,Rad counters,"Place rad counters on opponents to force them to mill their own libraries and take incremental damage, while using the milling process to deplete opponents' resources and win through library attrition or damage",Rad counters,unclear from source,1,4,2,1,3,2,1,1,1,1,2,4,2,3,"Players who love unique mechanics, mill strategies, and Fallout flavor; those who want something genuinely different from typical Commander archetypes",Players who dislike mill strategies or find non-combat win conditions unsatisfying; those who prefer combat-heavy gameplay,"Fits Blue/Black/Green (Sultai) players — Blue's knowledge-stripping mill, Black's attrition-through-damage, and Green's mana base enabling a unique resource-denial strategy","Blue strips away knowledge (mill), Black converts that loss into damage through rad counters, and Green provides the mana base for sustained attrition — a creeping, unavoidable doom.","Shows Sultai's ability to win through resource denial and attrition rather than direct combat, demonstrating the colors' combined capacity for patient destruction.",Not suitable for beginners due to the unusual rad counter mechanic; best for players who want to learn a truly novel strategy.,"Teaches players how rad counters create a unique form of damage that bypasses life total directly, and how mill functions as both disruption and win condition.",Excellent example for introducing rad counters and mill as alternate win conditions on a basics page.,mill; control; attrition; unique mechanics,Mill; Rad counters; Library attrition
https://cardgamebase.com/commander-precons/,Murders at Karlov Manor Commander Precons,Blame Game,"Nelly Borca, Impulsive Accuser",,White; Red,Goad,"Entirely built around forcing opponents to attack using the Goad mechanic and related effects. Rewards result from those forced attacks. Creates active, aggressive games — described as great for players bored by table stalling.","Nelly Borca, Impulsive Accuser; Goad; Disrupt Decorum; Agitator Ant; Grenzo, Havoc Raiser",Goad; forcing opponents to attack; rewards for forced attacking; active game encouragement,goad; politics; aggro; combat,Goad,Rewards for forced combat,"Goad opponents' creatures to force combat actions, direct that violence between opponents, and collect rewards from the chaos of forced attacks while protecting yourself",Goad,unclear from source,3,2,4,4,1,1,1,1,1,1,1,2,3,3,"Players who enjoy active, combat-filled Commander games and want to force action at the table without being the primary aggressor","Players who prefer passive, value-building strategies or those who want consistent combos over table chaos","Strong fit for White/Red (Boros) players — White's ordered fairness in distributing attacks, Red's impulsive aggression, and the combined desire for an active, moving game","White brings the command structure that orders who must fight, and Red provides the chaotic energy that turns the forced combat into an explosive free-for-all.",Shows Boros's unique ability to control the combat step through forced engagement — using White's order and Red's aggression in a political-combat hybrid.,Relatively accessible — Goad is easy to understand conceptually — and great for players learning about political mechanics in Commander.,"Teaches players how Goad creates political dynamics, forces opponents to interact with each other, and protects the caster from becoming the target.",Excellent example for explaining Goad and political combat mechanics; clean demonstration of Boros identity.,goad; politics; aggro; combat,Goad; Forced combat; Combat rewards
https://cardgamebase.com/commander-precons/,Murders at Karlov Manor Commander Precons,Revenant Recon,"Mirko, Obsessive Theorist",,Blue; Black,"Reanimator, surveil","Combines Surveil (look at top cards, put them in graveyard or back on top) with reanimation. Surveil sets up the graveyard, then reanimation exploits it cheaply. Contains strong reanimator reprints, described as an excellent entry point for the archetype.","Mirko, Obsessive Theorist; Reanimate; Buried Alive; Entomb; Surveil Lands",Surveil; reanimation; graveyard setup; strong reprints for reanimator strategy,reanimator; surveil; graveyard; control,Reanimator,Surveil,"Use Surveil to set up the graveyard with high-value targets, then reanimate them cheaply to generate overwhelming board states and value",Surveil,unclear from source,3,3,1,2,3,5,1,1,1,1,1,3,2,4,Players interested in learning the reanimator archetype; Blue-Black fans who want graveyard depth combined with library manipulation,Players in groups with heavy graveyard hate; those who prefer proactive board-presence strategies over reactive reanimation,"Strong fit for Blue/Black (Dimir) players — Blue's top-deck manipulation enables Black's graveyard dominion in a clean, synergistic two-color pairing","Blue curates the graveyard with precision through Surveil, while Black commands what lies within it — a perfectly synchronized information-and-recursion engine.",Quintessential Dimir deck showing how Blue's knowledge-management and Black's graveyard power work together as a singular strategy.,Good entry point for reanimator — Surveil teaches players to consciously manage their graveyard as a resource rather than treating it as a discard pile.,Teaches graveyard-as-resource philosophy and how Surveil creates intentional setup for reanimation rather than leaving it to chance.,Excellent for explaining Surveil and reanimation on a basics page; clean two-color example of Dimir graveyard identity.,reanimator; graveyard; control; library manipulation,Surveil; Reanimation; Graveyard manipulation
https://cardgamebase.com/commander-precons/,Murders at Karlov Manor Commander Precons,Deadly Disguise,"Kaust, Eyes of the Glade",,White; Red; Green,Face-down cards,"A face-down card deck in Naya colors — described as an unexpected combination. Uses Morph, Megamorph, Disguise, and Cloak to fill the board with hidden creatures that opponents cannot identify. Excellent for players who want to keep opponents guessing.","Kaust, Eyes of the Glade; Ixidor, Reality Sculptor; Brine Elemental; Vesuvan Shapeshifter; Master of the Veil",Morph; Megamorph; Disguise; Cloak; face-down creatures; synergies with face-down cards,face-down; morph; combat tricks; deception,Face-down creatures,Morph/Disguise synergies,"Fill the board with face-down creatures using Morph, Megamorph, Disguise, and Cloak, then reveal them at optimal times to surprise opponents and leverage face-down synergies",Morph; Megamorph; Disguise; Cloak,unclear from source,2,4,2,3,3,1,1,1,1,1,2,2,2,3,"Players who enjoy keeping opponents guessing, hidden information gameplay, and mastering complex turn-flip timing with face-down mechanics",Players who prefer transparent board states or those who find tracking face-down cards at the table cumbersome,Interesting fit for White/Red/Green (Naya) players who want to combine Naya's creature power with the deceptive elements more typical of Blue,"White structures the face-down formation, Red provides the impulsive reveal moments, and Green supplies the powerful creatures worth hiding — Naya's strength made secretive.","Demonstrates how Naya can incorporate deception mechanics normally associated with other colors, showing the breadth of face-down card design space.",Face-down mechanics require understanding of turn-up costs and timing; better for intermediate players comfortable with creature combat.,Teaches players about hidden information as a strategic resource and how face-down cards create opponent decision paralysis.,"Excellent example for explaining the full suite of face-down mechanics (Morph, Megamorph, Disguise, Cloak) in one deck.",face-down; combat tricks; deception,Morph; Megamorph; Disguise; Cloak; Face-down synergy
https://cardgamebase.com/commander-precons/,Murders at Karlov Manor Commander Precons,Deep Clue Sea,"Morska, Undersea Sleuth",,White; Blue; Green,"Clue tokens, card draw","Centered around Clue tokens — artifacts sacrificed for card draw by paying two mana. Provides many ways to use Clues beyond simple card draw. Plays as expected from a Bant deck: abundant card draw, value, and decision points. Note: the source body text calls this deck 'Deep Blue Sea' but the canonical name from the product section header is 'Deep Clue Sea.'","Morska, Undersea Sleuth; Tireless Tracker; Tamiyo's Journal; Academy Manufactor; Lonis, Cryptozoologist",Clue tokens; artifact sacrifice for card draw; multiple Clue uses; Bant value and card draw; decision-rich gameplay,artifacts; tokens; card draw; value; clues,Clue tokens,Card draw / value,"Generate and exploit Clue tokens for card draw and other uses, building overwhelming card advantage in a Bant shell and winning through resource dominance and decision-point saturation",Clue tokens,unclear from source,3,3,1,2,3,1,3,4,1,1,2,2,1,5,"Players who love card advantage, artifact tokens, and Bant-style value accumulation; those who enjoy decks with many decision points",Players who prefer aggressive or combat-heavy strategies; those who find incremental value-building too slow,"Strong fit for White/Blue/Green (Bant) players — White's structured Clue investigation, Blue's card draw mastery, and Green's mana support create an overwhelming value engine","White structures the investigation framework, Blue turns every Clue into knowledge and card advantage, and Green provides the mana base to activate them — Bant's value-engine identity crystallized.","Shows how Bant colors build overwhelming value engines through artifact tokens — combining White's structure, Blue's card draw, and Green's mana into a unified advantage machine.","Clue tokens are intuitive — pay two mana, draw a card — making this approachable for players learning about artifact tokens and card advantage.",Teaches players how artifact tokens can serve multiple purposes beyond their obvious function and how to build engines around repeatable token generation.,"Excellent example for introducing Clue tokens, Bant value strategies, and artifact-based card advantage on a basics page.",artifacts; tokens; card draw; value engine,Clue tokens; Artifact sacrifice; Card draw; Value accumulation
https://cardgamebase.com/commander-precons-2011-2019/,Commander 2019,Faceless Menace,"Kadena, Slinking Sorcerer",,Blue; Black; Green,Morph,"The definitive Morph commander deck, built to cast as many free face-down creatures as possible and draw a card for each one. Kadena keeps opponents guessing while generating card advantage, then flips creatures at the optimal moment for surprise impact. A deception-based value engine that rewards patience and timing.","Volrath, the Shapestealer; Rayami, First of the Fallen; Grismold, the Dreadsower; Mire in Misery; Sudden Substitution; Leadership Vacuum",Morph; free morph cost with Kadena; card draw on morph cast; face-down hidden information; optimal flip timing,morph; face-down; deception; card draw; value,Morph / face-down creatures,Card draw from morph casts,"Cast creatures face-down for free, draw a card each time, flip at optimal moments to surprise opponents",Morph,unclear,2,4,2,3,3,1,1,1,1,1,2,3,2,4,"Players who enjoy hidden information, deception, and card-draw engines via face-down mechanics",Players who prefer transparent board states or straightforward aggro,Sultai players drawn to knowledge-hiding and value accumulation over direct power,Blue's information control + Black's subversion + Green's creature base enable a deck where nothing is as it seems,Demonstrates how Sultai combines Blue's information control (hidden face-down cards) with Black's subversive deception and Green's creature density — each color contributing a different dimension to the morph engine.,Introduces Morph timing and how hidden information creates opponent decision paralysis,Teaches players to manage a dual resource: the face-down board creates threat ambiguity for opponents while Kadena's card draw keeps your hand full — both resources must be managed simultaneously for optimal play.,Ideal for explaining the Morph mechanic on a basics page; shows how hidden information creates strategic depth and teaches Sultai's identity as the color combination that weaponizes knowledge asymmetry.,morph; face-down; control; value engine,Morph; Disguise; Cloak
